	index	score	token	sentence	model	dimension	pos_tag	rsv	word
2	2	0.019645366817712784	21683	1	10	male	AQ	27	tonto
3	3	0.01903015933930874	21813	1	10	male	AQ	26	feo
4	4	0.01798757165670395	3641	1	10	male	AQ	25	negro
5	5	0.01581514999270439	1834	1	10	male	NC	24	amor
6	6	0.015373396687209606	2619	1	10	male	AQ	23	grande
7	7	0.013785935007035732	6131	1	10	male	NC	22	chico
8	8	0.0117385508492589	8518	1	10	male	AQ	21	gay
9	9	0.011275351978838444	4120	1	10	male	AQ	20	perfecto
10	10	0.010035593993961811	11958	1	10	male	NC	19	mierda
11	11	0.009158092550933361	2843	1	10	male	AQ	18	fuerte
12	12	0.00903576985001564	30748	1	10	male	AQ	17	idiota
13	13	0.008545305579900742	24248	1	10	male	AQ	16	guapo
14	14	0.007427668198943138	1778	1	10	male	NC	15	hombre
15	15	0.00719407107681036	3561	1	10	male	AQ	14	humano
16	16	0.006060794461518526	2889	1	10	male	AQ	13	pequeño
17	17	0.0058012367226183414	3367	1	10	male	NC	12	niño
18	18	0.005487672984600067	3991	1	10	male	AQ	11	normal
19	19	0.005443695466965437	751	1	10	male	AQ	10	mejor
20	20	0.005432369187474251	4869	1	10	male	AQ	9	verde
21	21	0.005398031789809465	2341	1	10	male	AQ	8	español
22	22	0.0053625707514584064	10582	1	10	male	AQ	7	chino
23	23	0.005321910139173269	4197	1	10	male	AQ	6	azul
24	24	0.005287962965667248	9955	1	10	male	AQ	5	raro
25	25	0.005197111051529646	12216	1	10	male	NC	4	mentira
26	26	0.005194143392145634	3690	1	10	male	AQ	3	diferente
27	27	0.004736782517284155	22377	1	10	male	AQ	2	ciego
28	28	0.004609459545463324	9994	1	10	male	NC	1	gato
0	0	0.06997380405664444	6933	2	10	male	AQ	29	malo
1	1	0.05745314806699753	2562	2	10	male	AQ	28	bueno
2	2	0.025766486302018166	1834	2	10	male	NC	27	amor
3	3	0.022887373343110085	2843	2	10	male	AQ	26	fuerte
4	4	0.019888650625944138	2988	2	10	male	NC	25	padre
5	5	0.019364038482308388	2987	2	10	male	NC	24	hijo
6	6	0.015403944067656994	1910	2	10	male	NC	23	dios
7	7	0.015029342845082283	852	2	10	male	PI	22	uno
8	8	0.014536699280142784	5318	2	10	male	NC	21	hermano
9	9	0.014072544872760773	4120	2	10	male	AQ	20	perfecto
10	10	0.01388696487993002	1049	2	10	male	PI	19	otro
11	11	0.013498799875378609	2361	2	10	male	AQ	18	único
12	12	0.012220529839396477	2619	2	10	male	AQ	17	grande
13	13	0.012003974057734013	9060	2	10	male	AQ	16	débil
14	14	0.008923412300646305	3561	2	10	male	AQ	15	humano
15	15	0.00853906199336052	1387	2	10	male	AQ	14	importante
16	16	0.008075020276010036	2227	2	10	male	AQ	13	necesario
17	17	0.007309609092772007	622	2	10	male	PI	12	todo
18	18	0.007296591531485319	1767	2	10	male	NC	11	familia
19	19	0.00697386683896184	1778	2	10	male	NC	10	hombre
20	20	0.00675731198862195	2336	2	10	male	AQ	9	libre
21	21	0.006296801380813122	3367	2	10	male	NC	8	niño
22	22	0.006055921316146851	5085	2	10	male	NC	7	rey
23	23	0.0051390547305345535	4106	2	10	male	NC	6	sangre
24	24	0.004983061458915472	2738	2	10	male	NC	5	madre
25	25	0.004778809379786253	3690	2	10	male	AQ	4	diferente
26	26	0.004628963768482208	3653	2	10	male	AQ	3	doble
27	27	0.004395356401801109	16137	2	10	male	AQ	2	eterno
28	28	0.004336800891906023	2052	2	10	male	AQ	1	derecho
0	0	0.045282889157533646	2619	3	10	male	AQ	29	grande
1	1	0.043503426015377045	2562	3	10	male	AQ	28	bueno
2	2	0.03491916507482529	6933	3	10	male	AQ	27	malo
3	3	0.02451915107667446	852	3	10	male	PI	26	uno
4	4	0.023414190858602524	1834	3	10	male	NC	25	amor
5	5	0.02254142239689827	2889	3	10	male	AQ	24	pequeño
6	6	0.0160080436617136	2843	3	10	male	AQ	23	fuerte
7	7	0.012189851142466068	2361	3	10	male	AQ	22	único
8	8	0.01218390092253685	1049	3	10	male	PI	21	otro
9	9	0.010193212889134884	419	3	10	male	RG	20	más
10	10	0.010152611881494522	622	3	10	male	PI	19	todo
11	11	0.009126660414040089	9060	3	10	male	AQ	18	débil
12	12	0.008595538325607777	3561	3	10	male	AQ	17	humano
13	13	0.008461631834506989	5687	3	10	male	AQ	16	físico
14	14	0.008385780267417431	1387	3	10	male	AQ	15	importante
15	15	0.008323854766786098	1910	3	10	male	NC	14	dios
16	16	0.007847829721868038	1074	3	10	male	DP	13	nuestro
17	17	0.007673393469303846	3690	3	10	male	AQ	12	diferente
18	18	0.007494681049138308	21813	3	10	male	AQ	11	feo
19	19	0.00742014916613698	5318	3	10	male	NC	10	hermano
20	20	0.006494585890322924	4120	3	10	male	AQ	9	perfecto
21	21	0.006378427147865295	10380	3	10	male	DP	8	mío
22	22	0.005822953302413225	2227	3	10	male	AQ	7	necesario
23	23	0.005283209029585123	13452	3	10	male	PX	6	tuyo
24	24	0.004990444518625736	1912	3	10	male	NC	5	cuerpo
25	25	0.004715184215456247	8528	3	10	male	AQ	4	distinto
26	26	0.004698414355516434	4106	3	10	male	NC	3	sangre
27	27	0.004308293107897043	3151	3	10	male	AQ	2	menor
28	28	0.004146731458604336	3820	3	10	male	NC	1	amigo
0	0	0.04706022888422012	2341	4	10	male	AQ	29	español
1	1	0.04353264346718788	48288	4	10	male	AQ	28	carpintero
2	2	0.033328019082546234	20828	4	10	male	AQ	27	gallego
3	3	0.02532798796892166	18232	4	10	male	AQ	26	vasco
4	4	0.023240095004439354	10457	4	10	male	AQ	25	catalán
5	5	0.02082815393805504	10582	4	10	male	AQ	24	chino
6	6	0.02063697762787342	19729	4	10	male	AQ	23	judío
7	7	0.01964484341442585	38567	4	10	male	AQ	22	agricultor
8	8	0.01838158816099167	5817	4	10	male	AQ	21	francés
9	9	0.01739135943353176	2988	4	10	male	NC	20	padre
10	10	0.01586674153804779	19875	4	10	male	AQ	19	andaluz
11	11	0.01551008690148592	39187	4	10	male	NC	18	albañil
12	12	0.014626274816691875	14044	4	10	male	NC	17	abuelo
13	13	0.014241939410567284	10380	4	10	male	AQ	16	mío
14	14	0.012369776144623756	14497	4	10	male	AQ	15	árabe
15	15	0.012315231375396252	10435	4	10	male	AQ	14	cubano
16	16	0.012054777704179287	8361	4	10	male	AQ	13	italiano
17	17	0.010528854094445705	3426	4	10	male	AQ	12	inglés
18	18	0.010456247255206108	42625	4	10	male	AQ	11	marinero
19	19	0.009445027448236942	4202	4	10	male	AQ	10	médico
20	20	0.00861743837594986	7890	4	10	male	NC	9	abogado
21	21	0.008026614785194397	14936	4	10	male	NC	8	pintor
22	22	0.007519224192947149	6626	4	10	male	AQ	7	argentino
23	23	0.007483119610697031	7775	4	10	male	AQ	6	alemán
24	24	0.007481065113097429	15561	4	10	male	AQ	5	portugués
25	25	0.007286241743713617	9796	4	10	male	AQ	4	colombiano
26	26	0.007159378379583359	23337	4	10	male	AQ	3	indio
27	27	0.006761382799595594	20314	4	10	male	AQ	2	madrileño
28	28	0.0066871303133666515	14299	4	10	male	NC	1	arquitecto
0	0	0.05065728351473808	2562	5	10	male	AQ	29	bueno
1	1	0.044810112565755844	6933	5	10	male	AQ	28	malo
2	2	0.015647582709789276	2227	5	10	male	AQ	27	necesario
3	3	0.009307410567998886	3561	5	10	male	AQ	26	humano
4	4	0.009157862514257431	622	5	10	male	PI	25	todo
5	5	0.009079319424927235	751	5	10	male	AQ	24	mejor
6	6	0.008516519330441952	1962	5	10	male	NC	23	verdad
7	7	0.007328442297875881	4120	5	10	male	AQ	22	perfecto
8	8	0.006346297916024923	2336	5	10	male	AQ	21	libre
9	9	0.0063435691408813	8045	5	10	male	NC	20	alumno
10	10	0.006222540512681007	852	5	10	male	PI	19	uno
11	11	0.006115561816841364	864	5	10	male	NC	18	vida
12	12	0.005718287546187639	419	5	10	male	RG	17	más
13	13	0.005571017973124981	19528	5	10	male	AQ	16	inútil
14	14	0.005276853684335947	5687	5	10	male	AQ	15	físico
15	15	0.00517998868599534	3690	5	10	male	AQ	14	diferente
16	16	0.005090812686830759	11958	5	10	male	NC	13	mierda
17	17	0.0049948906525969505	1397	5	10	male	NC	12	historia
18	18	0.004714459180831909	805	5	10	male	RG	11	así
19	19	0.004585807677358389	33119	5	10	male	AQ	10	subjetivo
20	20	0.004574507940560579	2052	5	10	male	NC	9	derecho
21	21	0.004521415568888187	1710	5	10	male	AQ	8	igual
22	22	0.004443149082362652	2892	5	10	male	NC	7	educación
23	23	0.004419095814228058	1482	5	10	male	NC	6	agua
24	24	0.004349973984062672	9442	5	10	male	NC	5	basura
25	25	0.004323463421314955	1074	5	10	male	DP	4	nuestro
26	26	0.004214945249259472	2361	5	10	male	AQ	3	único
27	27	0.00413067452609539	1535	5	10	male	AQ	2	posible
28	28	0.004074168857187033	4195	5	10	male	NC	1	oro
0	0	0.05036269128322601	2562	6	10	male	AQ	29	bueno
1	1	0.043839067220687866	7054	6	10	male	NC	28	maestro
2	2	0.01567547395825386	852	6	10	male	PI	27	uno
3	3	0.015003057196736336	622	6	10	male	PI	26	todo
4	4	0.014003217220306396	4120	6	10	male	AQ	25	perfecto
5	5	0.01325085200369358	1834	6	10	male	NC	24	amor
6	6	0.0127958282828331	864	6	10	male	NC	23	vida
7	7	0.012527994811534882	1910	6	10	male	NC	22	dios
8	8	0.010840131901204586	6933	6	10	male	AQ	21	malo
9	9	0.010698504745960236	3561	6	10	male	AQ	20	humano
10	10	0.00809810496866703	1962	6	10	male	NC	19	verdad
11	11	0.008087131194770336	2361	6	10	male	AQ	18	único
12	12	0.007897894829511642	2227	6	10	male	AQ	17	necesario
13	13	0.007855618372559547	3038	6	10	male	NC	16	arte
14	14	0.0074705700390040874	1778	6	10	male	NC	15	hombre
15	15	0.006920661777257919	1129	6	10	male	NC	14	poder
16	16	0.006495757028460503	5385	6	10	male	NC	13	alma
17	17	0.006426768843084574	1049	6	10	male	PI	12	otro
18	18	0.005993389990180731	18076	6	10	male	AQ	11	infinito
19	19	0.0059492620639503	2336	6	10	male	AQ	10	libre
20	20	0.005791099276393652	2892	6	10	male	NC	9	educación
21	21	0.005724302027374506	22878	6	10	male	AQ	8	sabio
22	22	0.005464944522827864	8045	6	10	male	NC	7	alumno
23	23	0.005388341378420591	4195	6	10	male	NC	6	oro
24	24	0.005054540932178497	805	6	10	male	RG	5	así
25	25	0.00504623306915164	22377	6	10	male	AQ	4	ciego
26	26	0.0050209444016218185	1912	6	10	male	NC	3	cuerpo
27	27	0.004939708858728409	5641	6	10	male	NC	2	lenguaje
28	28	0.004291014280170202	1514	6	10	male	NC	1	persona
0	0	0.0922466591000557	2562	7	10	male	AQ	29	bueno
1	1	0.06694652885198593	6933	7	10	male	AQ	28	malo
2	2	0.022913599386811256	1778	7	10	male	NC	27	hombre
3	3	0.01502431184053421	4120	7	10	male	AQ	26	perfecto
4	4	0.013664274476468563	852	7	10	male	PI	25	uno
5	5	0.012407292611896992	11023	7	10	male	AQ	24	caro
6	6	0.011055930517613888	3561	7	10	male	AQ	23	humano
7	7	0.010348574258387089	751	7	10	male	AQ	22	mejor
8	8	0.010344430804252625	9342	7	10	male	AQ	21	barato
9	9	0.009257003664970398	14469	7	10	male	NC	20	vendedor
10	10	0.00807983335107565	2096	7	10	male	NC	19	dinero
11	11	0.00708931777626276	3066	7	10	male	NC	18	cliente
12	12	0.006937038153409958	2336	7	10	male	AQ	17	libre
13	13	0.006925642024725676	2583	7	10	male	AQ	16	gratis
14	14	0.0064414916560053825	4195	7	10	male	NC	15	oro
15	15	0.006437137257307768	419	7	10	male	RG	14	más
16	16	0.0062619601376354694	1049	7	10	male	PI	13	otro
17	17	0.006253789644688368	2227	7	10	male	AQ	12	necesario
18	18	0.006250361446291208	5687	7	10	male	AQ	11	físico
19	19	0.0060126278549432755	21683	7	10	male	AQ	10	tonto
20	20	0.005822383798658848	46471	7	10	male	AQ	9	mentiroso
21	21	0.00554537121206522	33119	7	10	male	AQ	8	subjetivo
22	22	0.005493298638612032	3690	7	10	male	AQ	7	diferente
23	23	0.005476962309330702	6970	7	10	male	AQ	6	correcto
24	24	0.00523456372320652	4981	7	10	male	AQ	5	legal
25	25	0.0050560906529426575	21508	7	10	male	AQ	4	indiferente
26	26	0.00469282316043973	3641	7	10	male	AQ	3	negro
27	27	0.004494454711675644	28991	7	10	male	AQ	2	bienvenido
28	28	0.0043303947895765305	2843	7	10	male	AQ	1	fuerte
0	0	0.030248349532485008	2562	8	10	male	AQ	29	bueno
1	1	0.02348281256854534	6933	8	10	male	AQ	28	malo
2	2	0.020862355828285217	864	8	10	male	NC	27	vida
3	3	0.016644487157464027	1834	8	10	male	NC	26	amor
4	4	0.012313498184084892	1713	8	10	male	NC	25	salud
5	5	0.011372506618499756	1962	8	10	male	NC	24	verdad
6	6	0.011335312388837337	11071	8	10	male	NC	23	cura
7	7	0.010414841584861279	2227	8	10	male	AQ	22	necesario
8	8	0.009688434191048145	4195	8	10	male	NC	21	oro
9	9	0.008890301920473576	2689	8	10	male	NC	20	muerte
10	10	0.008742527104914188	4722	8	10	male	NC	19	sueño
11	11	0.008480078540742397	10380	8	10	male	AQ	18	mío
12	12	0.00837891735136509	1535	8	10	male	AQ	17	posible
13	13	0.0078026773408055305	8109	8	10	male	NC	16	medicina
14	14	0.007266232278198004	3561	8	10	male	AQ	15	humano
15	15	0.00714644743129611	3354	8	10	male	NC	14	dolor
16	16	0.007111983373761177	852	8	10	male	PI	13	uno
17	17	0.007031855173408985	4202	8	10	male	AQ	12	médico
18	18	0.006908261217176914	3821	8	10	male	NC	11	enfermedad
19	19	0.00680340314283967	751	8	10	male	AQ	10	mejor
20	20	0.005984014831483364	2013	8	10	male	NC	9	realidad
21	21	0.005728673655539751	622	8	10	male	PI	8	todo
22	22	0.005411203019320965	2052	8	10	male	AQ	7	derecho
23	23	0.0052467891946434975	1397	8	10	male	NC	6	historia
24	24	0.005152146797627211	12216	8	10	male	NC	5	mentira
25	25	0.004675812087953091	4577	8	10	male	NC	4	justicia
26	26	0.004646567162126303	13452	8	10	male	PX	3	tuyo
27	27	0.00460949307307601	22377	8	10	male	AQ	2	ciego
28	28	0.0045370077714324	4664	8	10	male	AQ	1	peor
0	0	0.09674211591482162	2562	9	10	male	AQ	29	bueno
1	1	0.06092511862516403	6933	9	10	male	AQ	28	malo
2	2	0.02024470455944538	4120	9	10	male	AQ	27	perfecto
3	3	0.016773801296949387	13452	9	10	male	PX	26	tuyo
4	4	0.01098650973290205	9060	9	10	male	AQ	25	débil
5	5	0.010630439966917038	34194	9	10	male	AQ	24	mediocre
6	6	0.010466517880558968	21813	9	10	male	AQ	23	feo
7	7	0.009878494776785374	1387	9	10	male	AQ	22	importante
8	8	0.009839522652328014	2619	9	10	male	AQ	21	grande
9	9	0.009686845354735851	34428	9	10	male	AQ	20	estúpido
10	10	0.009579031728208065	3561	9	10	male	AQ	19	humano
11	11	0.008589495904743671	852	9	10	male	PI	18	uno
12	12	0.008240876719355583	10380	9	10	male	DP	17	mío
13	13	0.0075784907676279545	19528	9	10	male	AQ	16	inútil
14	14	0.007316687610000372	1172	9	10	male	PD	15	tal
15	15	0.007211632095277309	2227	9	10	male	AQ	14	necesario
16	16	0.0070119998417794704	7110	9	10	male	AQ	13	bonito
17	17	0.0067708129063248634	42856	9	10	male	NC	12	vanidad
18	18	0.00661538727581501	805	9	10	male	RG	11	así
19	19	0.0064595043659210205	2843	9	10	male	AQ	10	fuerte
20	20	0.00635999022051692	2361	9	10	male	AQ	9	único
21	21	0.006276309955865145	751	9	10	male	AQ	8	mejor
22	22	0.006159864831715822	4664	9	10	male	AQ	7	peor
23	23	0.0050167301669716835	1049	9	10	male	PI	6	otro
24	24	0.00483151338994503	2282	9	10	male	AQ	5	simple
25	25	0.004603566601872444	3849	9	10	male	AQ	4	excelente
26	26	0.0044709681533277035	12216	9	10	male	NC	3	mentira
27	27	0.004371598828583956	2014	9	10	male	AQ	2	fácil
28	28	0.004321504849940538	5382	9	10	male	AQ	1	duro
0	0	0.11268958449363708	8045	10	10	male	NC	29	alumno
1	1	0.04722476378083229	2562	10	10	male	AQ	28	bueno
2	2	0.0324430875480175	7054	10	10	male	AQ	27	maestro
3	3	0.02689179964363575	4555	10	10	male	NC	26	profesor
4	4	0.02188069373369217	3690	10	10	male	AQ	25	diferente
5	5	0.017720792442560196	622	10	10	male	PI	24	todo
6	6	0.016334954649209976	2361	10	10	male	AQ	23	único
7	7	0.015421777963638306	1049	10	10	male	PI	22	otro
8	8	0.01529479119926691	2336	10	10	male	AQ	21	libre
9	9	0.011575255542993546	4120	10	10	male	AQ	20	perfecto
10	10	0.010022278875112534	852	10	10	male	PI	19	uno
11	11	0.009448448196053505	6933	10	10	male	AQ	18	malo
12	12	0.00928513240069151	751	10	10	male	AQ	17	mejor
13	13	0.00921385083347559	7356	10	10	male	NC	16	estudiante
14	14	0.008863493800163269	1710	10	10	male	AQ	15	igual
15	15	0.00844324380159378	7249	10	10	male	NC	14	sujeto
16	16	0.008270371705293655	419	10	10	male	RG	13	más
17	17	0.008247986435890198	3367	10	10	male	NC	12	niño
18	18	0.006814372260123491	3063	10	10	male	NC	11	clase
19	19	0.006330527830868959	8528	10	10	male	AQ	10	distinto
20	20	0.006184494588524103	4675	10	10	male	NC	9	competencia
21	21	0.005842621438205242	1767	10	10	male	NC	8	familia
22	22	0.005684760864824057	3561	10	10	male	AQ	7	humano
23	23	0.005615504924207926	1514	10	10	male	NC	6	persona
24	24	0.005570785142481327	19751	10	10	male	NC	5	aprendiz
25	25	0.005276058800518513	2988	10	10	male	NC	4	padre
26	26	0.005172490607947111	1910	10	10	male	NC	3	dios
27	27	0.00444661732763052	6028	10	10	male	AQ	2	independiente
28	28	0.0044146692380309105	1778	10	10	male	NC	1	hombre
0	0	0.11050309240818024	2341	11	10	male	AQ	29	español
1	1	0.02473747730255127	4084	11	10	male	NC	28	[…]
2	2	0.024179186671972275	3389	11	10	male	AQ	27	…
3	3	0.018122833222150803	10582	11	10	male	AQ	26	chino
4	4	0.01584145426750183	3641	11	10	male	AQ	25	negro
5	5	0.012910283170640469	8518	11	10	male	AQ	24	gay
6	6	0.010975136421620846	1778	11	10	male	NC	23	hombre
7	7	0.01016686949878931	10457	11	10	male	AQ	22	catalán
8	8	0.009967449121177197	20319	11	10	male	AQ	21	casado
9	9	0.00902984756976366	404	11	10	male	Z	20	1
10	10	0.008463145233690739	3426	11	10	male	AQ	19	inglés
11	11	0.007126186974346638	12683	11	10	male	AQ	18	japonés
12	12	0.007119163405150175	342	11	10	male	AQ	17	d
13	13	0.0069419099017977715	1064	11	10	male	NC	16	mujer
14	14	0.0068860286846756935	835	11	10	male	AQ	15	…
15	15	0.006667799782007933	26692	11	10	male	AQ	14	soltero
16	16	0.006555241532623768	10236	11	10	male	NC	13	vecino
17	17	0.006504122633486986	15742	11	10	male	AQ	12	portero
18	18	0.006139467470347881	4981	11	10	male	AQ	11	legal
19	19	0.006124887615442276	3600	11	10	male	AQ	10	blanco
20	20	0.00591658428311348	1510	11	10	male	Z	9	18
21	21	0.005557692609727383	7112	11	10	male	NC	8	diego
22	22	0.0054985773749649525	3172	11	10	male	NC	7	pareja
23	23	0.00545195396989584	14497	11	10	male	AQ	6	árabe
24	24	0.005177726037800312	30	11	10	male	Fd	5	:
25	25	0.005146740470081568	918	11	10	male	AQ	4	mayor
26	26	0.005143413320183754	1523	11	10	male	Fs	3	...
27	27	0.0050534638576209545	11489	11	10	male	AQ	2	desconocido
28	28	0.004883657209575176	572	11	10	male	Fs	1	...
0	0	0.06611126661300659	18	12	10	male	Fp	29	.
1	1	0.011223009787499905	1291	12	10	male	Fp	28	.
2	2	0.007848170585930347	3600	12	10	male	AQ	27	blanco
3	3	0.0063668289221823215	3561	12	10	male	AQ	26	humano
4	4	0.00631466181948781	1064	12	10	male	NC	25	mujer
5	5	0.006294195540249348	2843	12	10	male	AQ	24	fuerte
6	6	0.006213780492544174	5036	12	10	male	AQ	23	feliz
7	7	0.00604981416836381	7471	12	10	male	AQ	22	dulce
8	8	0.005984037648886442	419	12	10	male	RG	21	más
9	9	0.005917066242545843	1834	12	10	male	NC	20	amor
10	10	0.005884915590286255	24216	12	10	male	AQ	19	liberado
11	11	0.005661665461957455	2655	12	10	male	AQ	18	joven
12	12	0.0050840601325035095	3641	12	10	male	AQ	17	negro
13	13	0.004982705228030682	19121	12	10	male	AQ	16	desnudo
14	14	0.004373000003397465	1482	12	10	male	NC	15	agua
15	15	0.004213606473058462	3367	12	10	male	NC	14	niño
16	16	0.0037546975072473288	295	12	10	male	DA	13	el
17	17	0.003701564623042941	835	12	10	male	NC	12	…
18	18	0.003636476816609502	2336	12	10	male	AQ	11	libre
19	19	0.0035487874411046505	293	12	10	male	CS	10	que
20	20	0.003520677099004388	5995	12	10	male	AQ	9	increíble
21	21	0.003483692416921258	4456	12	10	male	NC	8	fuego
22	22	0.003457012353464961	353	12	10	male	DI	7	una
23	23	0.0034557797480374575	11489	12	10	male	AQ	6	desconocido
24	24	0.0033894041553139687	1778	12	10	male	NC	5	hombre
25	25	0.0033120352309197187	1126	12	10	male	AQ	4	nuevo
26	26	0.0032835633028298616	4195	12	10	male	NC	3	oro
27	27	0.0032325468491762877	642	12	10	male	DP	2	mi
28	28	0.0031870186794549227	3389	12	10	male	NC	1	…
0	0	0.06807906925678253	18	13	10	male	Fp	29	.
1	1	0.020624306052923203	1181	13	10	male	RG	28	ahora
2	2	0.01913854107260704	419	13	10	male	RG	27	más
3	3	0.017054082825779915	679	13	10	male	NC	26	años
4	4	0.013776667416095734	835	13	10	male	NC	25	…
5	5	0.01375206746160984	23289	13	10	male	AQ	24	rubio
6	6	0.01213368121534586	1291	13	10	male	Fp	23	.
7	7	0.01052719634026289	1962	13	10	male	NC	22	verdad
8	8	0.01050044409930706	3389	13	10	male	NC	21	…
9	9	0.009257865138351917	6131	13	10	male	NC	20	chico
10	10	0.009111849591135979	8297	13	10	male	AQ	19	divertido
11	11	0.007922924123704433	751	13	10	male	AQ	18	mejor
12	12	0.007849917747080326	3179	13	10	male	NC	17	sexo
13	13	0.007583076599985361	1040	13	10	male	PI	16	algo
14	14	0.006737643387168646	2655	13	10	male	AQ	15	joven
15	15	0.0065404572524130344	414	13	10	male	Fs	14	..
16	16	0.00630697887390852	622	13	10	male	PI	13	todo
17	17	0.006117581389844418	13517	13	10	male	AQ	12	sexy
18	18	0.006073459982872009	1064	13	10	male	NC	11	mujer
19	19	0.005973355378955603	4120	13	10	male	AQ	10	perfecto
20	20	0.005933515261858702	15659	13	10	male	AQ	9	rubia
21	21	0.005353444255888462	2843	13	10	male	AQ	8	fuerte
22	22	0.005213330965489149	35786	13	10	male	AQ	7	moreno
23	23	0.004966898821294308	1778	13	10	male	NC	6	hombre
24	24	0.004659988917410374	805	13	10	male	RG	5	así
25	25	0.0046393293887376785	203	13	10	male		4	
26	26	0.004609587136656046	1197	13	10	male	PD	3	esto
27	27	0.004445934668183327	8541	13	10	male	AQ	2	atractivo
28	28	0.004275546409189701	3370	13	10	male	RG	1	demasiado
0	0	0.16787049174308777	18	14	10	male	Fp	29	.
1	1	0.016107430681586266	2843	14	10	male	AQ	28	fuerte
2	2	0.012005352415144444	5382	14	10	male	AQ	27	duro
3	3	0.010771066881716251	835	14	10	male	NC	26	…
4	4	0.009755237959325314	419	14	10	male	RG	25	más
5	5	0.008772043511271477	11889	14	10	male	AQ	24	peligroso
6	6	0.008702309802174568	3600	14	10	male	AQ	23	blanco
7	7	0.008466902188956738	3389	14	10	male	NC	22	…
8	8	0.008035720326006413	3561	14	10	male	AQ	21	humano
9	9	0.007414638064801693	846	14	10	male	PP	20	nos
10	10	0.007068251725286245	1291	14	10	male	Fp	19	.
11	11	0.00703388312831521	2988	14	10	male	NC	18	padre
12	12	0.0062181660905480385	2655	14	10	male	AQ	17	joven
13	13	0.0061493925750255585	5036	14	10	male	AQ	16	feliz
14	14	0.005899846088141203	2955	14	10	male	AQ	15	difícil
15	15	0.005787520203739405	8550	14	10	male	AQ	14	saludable
16	16	0.005282009486109018	14825	14	10	male	AQ	13	cristiano
17	17	0.00466917222365737	4060	14	10	male	AQ	12	suficiente
18	18	0.003936970140784979	24059	14	10	male	AQ	11	maduro
19	19	0.003926561214029789	864	14	10	male	NC	10	vida
20	20	0.0038844235241413116	22392	14	10	male	AQ	9	agresivo
21	21	0.0038702208548784256	375	14	10	male	DA	8	lo
22	22	0.0038680548314005136	4189	14	10	male	NC	7	paz
23	23	0.0035733766853809357	2336	14	10	male	AQ	6	libre
24	24	0.003402113215997815	12328	14	10	male	AQ	5	sano
25	25	0.0032720875460654497	2521	14	10	male	AQ	4	alto
26	26	0.003257082775235176	8874	14	10	male	AQ	3	limpio
27	27	0.0032388430554419756	3641	14	10	male	AQ	2	negro
28	28	0.003121251706033945	1181	14	10	male	RG	1	ahora
0	0	0.1742027997970581	18	15	10	male	Fp	29	.
1	1	0.014469042420387268	1291	15	10	male	Fp	28	.
2	2	0.014407135546207428	3389	15	10	male	NC	27	…
3	3	0.013592783361673355	419	15	10	male	RG	26	más
4	4	0.013093349523842335	835	15	10	male	NC	25	…
5	5	0.008069591596722603	3600	15	10	male	AQ	24	blanco
6	6	0.006796777248382568	3561	15	10	male	AQ	23	humano
7	7	0.006771906279027462	5382	15	10	male	AQ	22	duro
8	8	0.006710724905133247	2843	15	10	male	AQ	21	fuerte
9	9	0.0066879866644740105	2955	15	10	male	AQ	20	difícil
10	10	0.006355117075145245	1397	15	10	male	NC	19	historia
11	11	0.006041835993528366	846	15	10	male	PP	18	nos
12	12	0.005587846040725708	375	15	10	male	DA	17	lo
13	13	0.005023438949137926	4189	15	10	male	NC	16	paz
