	index	score	token	sentence	model	dimension	pos_tag	rsv	word
3	3	0.010068814270198345	2619	3	8	male	AQ	7	grande
4	4	0.00808264221996069	2562	3	8	male	AQ	6	bueno
5	5	0.0070686256512999535	5036	3	8	male	AQ	5	feliz
6	6	0.007015858311206102	714	3	8	male	CS	4	cuando
7	7	0.0065152086317539215	2443	3	8	male	AQ	3	cierto
8	8	0.00563014717772603	3641	3	8	male	AQ	2	negro
9	9	0.004627605434507132	295	3	8	male	DA	1	el
0	0	0.01493983343243599	293	4	8	male	CS	10	que
1	1	0.01381873432546854	18	4	8	male	Fp	9	.
2	2	0.004519411828368902	359	4	8	male	RN	8	no
3	3	0.0038814370054751635	1767	4	8	male	NC	7	familia
4	4	0.0038441698998212814	404	4	8	male	Z	6	1
5	5	0.003359223948791623	301	4	8	male	NC	5	n
6	6	0.0029580870177596807	295	4	8	male	DA	4	el
7	7	0.0028014511335641146	1397	4	8	male	NC	3	historia
8	8	0.0027745612896978855	1014	4	8	male	PR	2	quien
9	9	0.0025891736149787903	1130	4	8	male	PP	1	yo
0	0	0.04231765866279602	293	5	8	male	CS	10	que
1	1	0.015712521970272064	714	5	8	male	CS	9	cuando
2	2	0.010023469105362892	1014	5	8	male	PR	8	quien
3	3	0.00989189837127924	5669	5	8	male	AQ	7	útil
4	4	0.009563932195305824	2246	5	8	male	PP	6	usted
5	5	0.0076153953559696674	2227	5	8	male	AQ	5	necesario
6	6	0.006293588783591986	808	5	8	male	CS	4	porque
7	7	0.006186450831592083	2619	5	8	male	AQ	3	grande
8	8	0.006113973446190357	1202	5	8	male	PT	2	qué
9	9	0.006070673931390047	8359	5	8	male	AQ	1	brillante
0	0	0.021532123908400536	18	6	8	male	Fp	10	.
1	1	0.014984548091888428	293	6	8	male	CS	9	que
2	2	0.009350706823170185	295	6	8	male	DA	8	el
3	3	0.006969216745346785	353	6	8	male	DI	7	una
4	4	0.006885487120598555	302	6	8	male	DI	6	un
5	5	0.006266414187848568	3641	6	8	male	AQ	5	negro
6	6	0.005722119472920895	1014	6	8	male	PR	4	quien
7	7	0.005647283513098955	283	6	8	male	DA	3	la
8	8	0.00481946999207139	2336	6	8	male	AQ	2	libre
9	9	0.004802107345312834	3600	6	8	male	AQ	1	blanco
0	0	0.009053131565451622	293	7	8	male	CS	10	que
1	1	0.00633247522637248	404	7	8	male	Z	9	1
2	2	0.005369340535253286	1126	7	8	male	AQ	8	nuevo
3	3	0.004985111765563488	2246	7	8	male	PP	7	usted
4	4	0.004407299216836691	302	7	8	male	DI	6	un
5	5	0.004325753543525934	1636	7	8	male	Z	5	0
6	6	0.004220315720885992	295	7	8	male	DA	4	el
7	7	0.004213890992105007	625	7	8	male	Z	3	3
8	8	0.0035204666201025248	419	7	8	male	RG	2	más
9	9	0.0033869643229991198	2336	7	8	male	AQ	1	libre
0	0	0.00973870325833559	293	8	8	male	CS	10	que
1	1	0.006224415265023708	295	8	8	male	DA	9	el
2	2	0.00566474674269557	3641	8	8	male	AQ	8	negro
3	3	0.004134879447519779	1130	8	8	male	PP	7	yo
4	4	0.003261968493461609	18	8	8	male	Fp	6	.
5	5	0.003101054346188903	642	8	8	male	DP	5	mi
6	6	0.0029819647315889597	5585	8	8	male	AQ	4	rojo
7	7	0.0028677519876509905	3600	8	8	male	AQ	3	blanco
8	8	0.00274927937425673	2988	8	8	male	NC	2	padre
9	9	0.002661692211404443	1014	8	8	male	PR	1	quien
0	0	0.003224775427952409	293	9	8	male	CS	10	que
1	1	0.003192033153027296	295	9	8	male	DA	9	el
2	2	0.0030910347122699022	1130	9	8	male	PP	8	yo
3	3	0.002862288849428296	1298	9	8	male	PP	7	él
4	4	0.0027606768999248743	28796	9	8	male	NC	6	lenin
5	5	0.00245865760371089	3641	9	8	male	AQ	5	negro
6	6	0.0023495075292885303	2038	9	8	male	AQ	4	política
7	7	0.0022833433467894793	1825	9	8	male	NC	3	presidente
8	8	0.0021358802914619446	2336	9	8	male	AQ	2	libre
9	9	0.002130272798240185	302	9	8	male	DI	1	un
0	0	0.012468226253986359	293	10	8	male	CS	10	que
1	1	0.007550935260951519	8359	10	8	male	AQ	9	brillante
2	2	0.006941317114979029	2246	10	8	male	PP	8	usted
3	3	0.005811062641441822	5036	10	8	male	AQ	7	feliz
4	4	0.00509852496907115	1130	10	8	male	PP	6	yo
5	5	0.005038423463702202	1298	10	8	male	PP	5	él
6	6	0.00496204849332571	5669	10	8	male	AQ	4	útil
7	7	0.0036696845199912786	714	10	8	male	CS	3	cuando
8	8	0.0036616476718336344	291	10	8	male	CC	2	y
9	9	0.0032136449590325356	2336	10	8	male	AQ	1	libre
0	0	0.021635064855217934	293	11	8	male	CS	10	que
1	1	0.008239580318331718	1767	11	8	male	NC	9	familia
2	2	0.006448380649089813	642	11	8	male	DP	8	mi
3	3	0.005331318359822035	18	11	8	male	Fp	7	.
4	4	0.005261935293674469	302	11	8	male	DI	6	un
5	5	0.004982827231287956	404	11	8	male	Z	5	1
6	6	0.004859552253037691	295	11	8	male	DA	4	el
7	7	0.004421939142048359	1130	11	8	male	PP	3	yo
8	8	0.004283099435269833	353	11	8	male	DI	2	una
9	9	0.003895808244124055	714	11	8	male	CS	1	cuando
0	0	0.021268464624881744	293	12	8	male	CS	10	que
1	1	0.014416753314435482	18	12	8	male	Fp	9	.
2	2	0.013610641472041607	266	12	8	male	NC	8	p
3	3	0.011086435988545418	280	12	8	male	NC	7	m
4	4	0.009337575174868107	791	12	8	male	Z	6	5
5	5	0.009208415634930134	30	12	8	male	Fd	5	:
6	6	0.008415206335484982	404	12	8	male	Z	4	1
7	7	0.008352773264050484	625	12	8	male	Z	3	3
8	8	0.006757192779332399	413	12	8	male	Z	2	2
9	9	0.0065318807028234005	753	12	8	male	Z	1	4
0	0	0.010868222452700138	295	13	8	male	DA	10	el
1	1	0.008871391415596008	30	13	8	male	Fd	9	:
2	2	0.007877818308770657	18	13	8	male	Fp	8	.
3	3	0.007269439287483692	4598	13	8	male	AQ	7	chica
4	4	0.005981178022921085	283	13	8	male	DA	6	la
5	5	0.0050109620206058025	302	13	8	male	DI	5	un
6	6	0.003970743156969547	266	13	8	male	NC	4	p
7	7	0.0035299197770655155	3367	13	8	male	NC	3	niño
8	8	0.0032489621080458164	203	13	8	male		2	
9	9	0.003077744273468852	6131	13	8	male	NC	1	chico
0	0	0.00910431519150734	295	14	8	male	DA	10	el
1	1	0.007475729566067457	293	14	8	male	CS	9	que
2	2	0.006704246159642935	18	14	8	male	Fp	8	.
3	3	0.005264971870929003	283	14	8	male	DA	7	la
4	4	0.005121563095599413	302	14	8	male	DI	6	un
5	5	0.00487412279471755	6531	14	8	male	NC	5	literatura
6	6	0.003919101785868406	266	14	8	male	NC	4	p
7	7	0.0037431404925882816	280	14	8	male	NC	3	m
8	8	0.0037312721833586693	6141	14	8	male	NC	2	accion
9	9	0.0033938370179384947	264	14	8	male	NC	1	l
0	0	0.00679957028478384	293	15	8	male	CS	10	que
1	1	0.00655293557792902	295	15	8	male	DA	9	el
2	2	0.005416072439402342	6531	15	8	male	NC	8	literatura
3	3	0.004357260186225176	283	15	8	male	DA	7	la
4	4	0.004226813558489084	3342	15	8	male	NC	6	guerra
5	5	0.0038643190637230873	3641	15	8	male	AQ	5	negro
6	6	0.003437530715018511	302	15	8	male	DI	4	un
7	7	0.0034207915887236595	30	15	8	male	Fd	3	:
8	8	0.003063932526856661	1130	15	8	male	PP	2	yo
9	9	0.0029196266550570726	359	15	8	male	RN	1	no
0	0	0.008040118031203747	295	16	8	male	DA	10	el
1	1	0.00693885562941432	283	16	8	male	DA	9	la
2	2	0.006293145474046469	302	16	8	male	DI	8	un
3	3	0.005502391140908003	293	16	8	male	CS	7	que
4	4	0.00446622958406806	1834	16	8	male	NC	6	amor
5	5	0.0043773646466434	6531	16	8	male	NC	5	literatura
6	6	0.004289069212973118	404	16	8	male	Z	4	1
7	7	0.0041538430377841	353	16	8	male	DI	3	una
8	8	0.0040497188456356525	1064	16	8	male	NC	2	mujer
9	9	0.0036805146373808384	6141	16	8	male	NC	1	accion
0	0	0.10063889622688293	293	17	8	male	CS	10	que
1	1	0.009195635095238686	18	17	8	male	Fp	9	.
2	2	0.008556737564504147	203	17	8	male		8	
3	3	0.00850509200245142	1014	17	8	male	PR	7	quien
4	4	0.008006017655134201	1413	17	8	male	PP	6	ella
5	5	0.00791324581950903	714	17	8	male	CS	5	cuando
6	6	0.006007677875459194	808	17	8	male	CS	4	porque
7	7	0.005839187651872635	367	17	8	male	CS	3	si
8	8	0.005457375664263964	767	17	8	male	PR	2	donde
9	9	0.005226330365985632	30	17	8	male	Fd	1	:
0	0	0.04961570352315903	293	18	8	male	CS	10	que
1	1	0.010226825252175331	18	18	8	male	Fp	9	.
2	2	0.008539773523807526	359	18	8	male	RN	8	no
3	3	0.0075079151429235935	1130	18	8	male	PP	7	yo
4	4	0.007250082213431597	203	18	8	male		6	
5	5	0.006100973580032587	1413	18	8	male	PP	5	ella
6	6	0.005666118115186691	726	18	8	male	PI	4	todos
7	7	0.00554843433201313	714	18	8	male	CS	3	cuando
8	8	0.004738363437354565	767	18	8	male	PR	2	donde
9	9	0.0046109892427921295	367	18	8	male	CS	1	si
0	0	0.010942171327769756	18	19	8	male	Fp	10	.
1	1	0.00864554662257433	293	19	8	male	CS	9	que
2	2	0.007740927394479513	266	19	8	male	NC	8	p
3	3	0.006411978974938393	280	19	8	male	NC	7	m
4	4	0.005219212267547846	295	19	8	male	DA	6	el
5	5	0.004934577737003565	30	19	8	male	Fd	5	:
6	6	0.004779125098139048	264	19	8	male	NC	4	l
7	7	0.004272549878805876	302	19	8	male	DI	3	un
8	8	0.004083713050931692	283	19	8	male	DA	2	la
9	9	0.004037647508084774	301	19	8	male	NC	1	n
0	0	0.02121669240295887	6531	20	8	male	NC	10	literatura
1	1	0.0076258364133536816	14906	20	8	male	AQ	9	españa
2	2	0.006194578018039465	3342	20	8	male	NC	8	guerra
3	3	0.005194103345274925	1397	20	8	male	NC	7	historia
4	4	0.004937622230499983	293	20	8	male	CS	6	que
5	5	0.004115458577871323	295	20	8	male	DA	5	el
6	6	0.0039928145706653595	18	20	8	male	Fp	4	.
7	7	0.0036766009870916605	280	20	8	male	NC	3	m
8	8	0.0035069244913756847	266	20	8	male	NC	2	p
9	9	0.003296974580734968	289	20	8	male	NC	1	t
0	0	0.005566349718719721	18	21	8	male	Fp	10	.
1	1	0.003861902514472604	30	21	8	male	Fd	9	:
2	2	0.003856937400996685	293	21	8	male	CS	8	que
3	3	0.003799464786425233	6531	21	8	male	NC	7	literatura
4	4	0.0027106136549264193	2038	21	8	male	AQ	6	política
5	5	0.0026839016936719418	302	21	8	male	DI	5	un
6	6	0.0026270165108144283	1130	21	8	male	PP	4	yo
7	7	0.002625547582283616	280	21	8	male	NC	3	m
8	8	0.0025074745062738657	295	21	8	male	DA	2	el
9	9	0.002398992655798793	404	21	8	male	Z	1	1
0	0	0.023975418880581856	293	22	8	male	CS	10	que
1	1	0.005450039636343718	295	22	8	male	DA	9	el
2	2	0.005339295137673616	203	22	8	male		8	
3	3	0.005162196233868599	18	22	8	male	Fp	7	.
4	4	0.004661567974835634	283	22	8	male	DA	6	la
5	5	0.004505554214119911	291	22	8	male	CC	5	y
6	6	0.004272714722901583	30	22	8	male	Fd	4	:
7	7	0.004222435411065817	359	22	8	male	RN	3	no
8	8	0.004021710716187954	367	22	8	male	CS	2	si
9	9	0.003316206391900778	1413	22	8	male	PP	1	ella
0	0	0.008235717192292213	6531	23	8	male	NC	10	literatura
1	1	0.006632944568991661	295	23	8	male	DA	9	el
2	2	0.0057310909032821655	302	23	8	male	DI	8	un
3	3	0.005274615250527859	283	23	8	male	DA	7	la
4	4	0.00411760900169611	1834	23	8	male	NC	6	amor
5	5	0.00380331720225513	404	23	8	male	Z	5	1
6	6	0.0035112963523715734	1064	23	8	male	NC	4	mujer
7	7	0.0034680129028856754	293	23	8	male	CS	3	que
8	8	0.0034417796414345503	642	23	8	male	DP	2	mi
9	9	0.0034253152552992105	353	23	8	male	DI	1	una
0	0	0.18713568150997162	2619	24	8	male	AQ	10	grande
1	1	0.09080714732408524	2655	24	8	male	AQ	9	joven
2	2	0.06774639338254929	2843	24	8	male	AQ	8	fuerte
3	3	0.026447312906384468	2889	24	8	male	AQ	7	pequeño
4	4	0.025534968823194504	3975	24	8	male	AQ	6	rápido
5	5	0.018374528735876083	9060	24	8	male	AQ	5	débil
6	6	0.016982773318886757	12083	24	8	male	AQ	4	poderoso
7	7	0.016160352155566216	2521	24	8	male	AQ	3	alto
8	8	0.01303891371935606	24248	24	8	male	AQ	2	guapo
9	9	0.010655711404979229	22878	24	8	male	AQ	1	sabio
0	0	0.13301178812980652	2655	25	8	male	AQ	10	joven
1	1	0.12542425096035004	2619	25	8	male	AQ	9	grande
2	2	0.10346657037734985	2889	25	8	male	AQ	8	pequeño
3	3	0.062196116894483566	24248	25	8	male	AQ	7	guapo
4	4	0.056472890079021454	2843	25	8	male	AQ	6	fuerte
5	5	0.040746480226516724	6131	25	8	male	NC	5	chico
6	6	0.0366453155875206	3975	25	8	male	AQ	4	rápido
7	7	0.014569106511771679	5036	25	8	male	AQ	3	feliz
8	8	0.012020183727145195	2521	25	8	male	AQ	2	alto
9	9	0.00948804896324873	12083	25	8	male	AQ	1	poderoso
0	0	0.19257788360118866	2619	26	8	male	AQ	10	grande
1	1	0.137560173869133	2655	26	8	male	AQ	9	joven
2	2	0.07532243430614471	2889	26	8	male	AQ	8	pequeño
3	3	0.0589432492852211	2843	26	8	male	AQ	7	fuerte
4	4	0.03637481480836868	24248	26	8	male	AQ	6	guapo
5	5	0.01866851933300495	2521	26	8	male	AQ	5	alto
6	6	0.01805417612195015	7883	26	8	male	AQ	4	rico
7	7	0.017534809187054634	7035	26	8	male	AQ	3	viejo
8	8	0.016083357855677605	3975	26	8	male	AQ	2	rápido
9	9	0.010757902637124062	5036	26	8	male	AQ	1	feliz
0	0	0.2239672690629959	2619	27	8	male	AQ	10	grande
1	1	0.12953580915927887	2843	27	8	male	AQ	9	fuerte
2	2	0.06344553083181381	2655	27	8	male	AQ	8	joven
3	3	0.057956308126449585	2889	27	8	male	AQ	7	pequeño
4	4	0.03225477784872055	2521	27	8	male	AQ	6	alto
5	5	0.026612870395183563	3975	27	8	male	AQ	5	rápido
6	6	0.01763748563826084	12083	27	8	male	AQ	4	poderoso
7	7	0.013472463004291058	24248	27	8	male	AQ	3	guapo
8	8	0.01071083452552557	7883	27	8	male	AQ	2	rico
9	9	0.009368234314024448	9060	27	8	male	AQ	1	débil
0	0	0.14639852941036224	2619	28	8	male	AQ	10	grande
1	1	0.105168916285038	2655	28	8	male	AQ	9	joven
2	2	0.08941254764795303	2889	28	8	male	AQ	8	pequeño
3	3	0.042788777500391006	2843	28	8	male	AQ	7	fuerte
4	4	0.029702244326472282	7035	28	8	male	AQ	6	viejo
5	5	0.02615450695157051	7883	28	8	male	AQ	5	rico
6	6	0.023414673283696175	5036	28	8	male	AQ	4	feliz
7	7	0.019543569535017014	24248	28	8	male	AQ	3	guapo
8	8	0.01724485494196415	22878	28	8	male	AQ	2	sabio
9	9	0.013007071800529957	22965	28	8	male	AQ	1	gordo
0	0	0.10403113812208176	2619	29	8	male	AQ	10	grande
1	1	0.07032503187656403	2843	29	8	male	AQ	9	fuerte
2	2	0.07020428031682968	2655	29	8	male	AQ	8	joven
3	3	0.0634630024433136	3975	29	8	male	AQ	7	rápido
4	4	0.052577268332242966	2889	29	8	male	AQ	6	pequeño
5	5	0.017514502629637718	2521	29	8	male	AQ	5	alto
6	6	0.016419870778918266	24248	29	8	male	AQ	4	guapo
7	7	0.014635100960731506	2014	29	8	male	AQ	3	fácil
8	8	0.01419022399932146	5036	29	8	male	AQ	2	feliz
9	9	0.012806602753698826	7883	29	8	male	AQ	1	rico
0	0	0.1120869591832161	2619	30	8	male	AQ	10	grande
1	1	0.08860401064157486	2843	30	8	male	AQ	9	fuerte
2	2	0.041109662503004074	2655	30	8	male	AQ	8	joven
3	3	0.03731917589902878	2521	30	8	male	AQ	7	alto
4	4	0.034463778138160706	3975	30	8	male	AQ	6	rápido
5	5	0.021436160430312157	2889	30	8	male	AQ	5	pequeño
6	6	0.013066275045275688	24248	30	8	male	AQ	4	guapo
7	7	0.012022956274449825	2014	30	8	male	AQ	3	fácil
8	8	0.011355608701705933	7883	30	8	male	AQ	2	rico
9	9	0.010405655950307846	22878	30	8	male	AQ	1	sabio
0	0	0.08686051517724991	2619	31	8	male	AQ	10	grande
1	1	0.05571115389466286	14296	31	8	male	AQ	9	vendido
2	2	0.045909982174634933	2655	31	8	male	AQ	8	joven
3	3	0.043018680065870285	2843	31	8	male	AQ	7	fuerte
4	4	0.027600305154919624	9342	31	8	male	AQ	6	barato
5	5	0.025680866092443466	2521	31	8	male	AQ	5	alto
6	6	0.022183645516633987	2014	31	8	male	AQ	4	fácil
7	7	0.021326804533600807	11023	31	8	male	AQ	3	caro
8	8	0.02000783383846283	3975	31	8	male	AQ	2	rápido
9	9	0.013990943320095539	5573	31	8	male	AQ	1	reciente
0	0	0.1019497662782669	2619	32	8	male	AQ	10	grande
1	1	0.052646372467279434	2655	32	8	male	AQ	9	joven
2	2	0.036851007491350174	2843	32	8	male	AQ	8	fuerte
3	3	0.023905178532004356	11023	32	8	male	AQ	7	caro
4	4	0.02167714759707451	7883	32	8	male	AQ	6	rico
5	5	0.015311939641833305	2521	32	8	male	AQ	5	alto
6	6	0.015131096355617046	2889	32	8	male	AQ	4	pequeño
7	7	0.014918661676347256	2014	32	8	male	AQ	3	fácil
8	8	0.014280356466770172	5573	32	8	male	AQ	2	reciente
9	9	0.012400459498167038	3975	32	8	male	AQ	1	rápido
0	0	0.09978769719600677	2843	33	8	male	AQ	10	fuerte
1	1	0.09797902405261993	2619	33	8	male	AQ	9	grande
2	2	0.059401728212833405	2655	33	8	male	AQ	8	joven
3	3	0.032996490597724915	2521	33	8	male	AQ	7	alto
4	4	0.028859399259090424	3975	33	8	male	AQ	6	rápido
5	5	0.017943285405635834	26863	33	8	male	AQ	5	votado
6	6	0.01593925431370735	2889	33	8	male	AQ	4	pequeño
7	7	0.014226479455828667	7883	33	8	male	AQ	3	rico
8	8	0.01234474778175354	24248	33	8	male	AQ	2	guapo
9	9	0.01228706631809473	2014	33	8	male	AQ	1	fácil
0	0	0.1145005151629448	2619	34	8	male	AQ	10	grande
1	1	0.11305543780326843	2655	34	8	male	AQ	9	joven
2	2	0.0696735605597496	2843	34	8	male	AQ	8	fuerte
3	3	0.06966684758663177	2889	34	8	male	AQ	7	pequeño
4	4	0.0432976596057415	3975	34	8	male	AQ	6	rápido
5	5	0.018749792128801346	2521	34	8	male	AQ	5	alto
6	6	0.014871879480779171	5036	34	8	male	AQ	4	feliz
7	7	0.014213696122169495	2014	34	8	male	AQ	3	fácil
8	8	0.013573375530540943	26863	34	8	male	VMP	2	votado
9	9	0.013064196333289146	24248	34	8	male	AQ	1	guapo
0	0	0.05972837284207344	2619	35	8	male	AQ	10	grande
1	1	0.03832251951098442	2889	35	8	male	AQ	9	pequeño
2	2	0.024222737178206444	2843	35	8	male	AQ	8	fuerte
3	3	0.0221865251660347	5573	35	8	male	AQ	7	reciente
4	4	0.017351871356368065	26863	35	8	male	VMP	6	votado
5	5	0.016106856986880302	2655	35	8	male	AQ	5	joven
6	6	0.014169316738843918	3975	35	8	male	AQ	4	rápido
7	7	0.013969957828521729	11889	35	8	male	AQ	3	peligroso
8	8	0.013720307499170303	5834	35	8	male	AQ	2	antiguo
9	9	0.012979130260646343	7883	35	8	male	AQ	1	rico
0	0	0.041547831147909164	2246	36	8	male	PP	10	usted
1	1	0.013991596177220345	293	36	8	male	CS	9	que
2	2	0.013682178221642971	271	36	8	male	SP	8	a
3	3	0.011479981243610382	18	36	8	male	Fp	7	.
4	4	0.008902077563107014	1925	36	8	male	AQ	6	nacional
5	5	0.008330600336194038	1536	36	8	male	RG	5	aquí
6	6	0.00817942712455988	404	36	8	male	Z	4	1
7	7	0.006763890851289034	625	36	8	male	Z	3	3
8	8	0.0065044318325817585	2341	36	8	male	AQ	2	español
9	9	0.006482649128884077	2336	36	8	male	AQ	1	libre
0	0	0.02024177461862564	2336	37	8	male	AQ	10	libre
1	1	0.01783796213567257	271	37	8	male	SP	9	a
2	2	0.010754899121820927	1535	37	8	male	AQ	8	posible
3	3	0.010247164405882359	3367	37	8	male	NC	7	niño
4	4	0.007071190979331732	295	37	8	male	DA	6	el
5	5	0.006918891333043575	293	37	8	male	CS	5	que
6	6	0.004513051826506853	1293	37	8	male	PT	4	cómo
7	7	0.004312462639063597	203	37	8	male		3	
8	8	0.004173459019511938	2227	37	8	male	AQ	2	necesario
9	9	0.004121971782296896	5669	37	8	male	AQ	1	útil
0	0	0.03238478675484657	2336	38	8	male	AQ	10	libre
1	1	0.012612362392246723	5376	38	8	male	NC	9	miembro
2	2	0.009219453670084476	293	38	8	male	CS	8	que
3	3	0.007043589372187853	1413	38	8	male	PP	7	ella
4	4	0.0055497861467301846	7085	38	8	male	NC	6	víctima
5	5	0.005148324649780989	16622	38	8	male	AQ	5	participante
6	6	0.005131924990564585	2227	38	8	male	AQ	4	necesario
7	7	0.004941788502037525	6028	38	8	male	AQ	3	independiente
8	8	0.004560795146971941	622	38	8	male	PI	2	todo
9	9	0.004036188591271639	10314	38	8	male	AQ	1	crítico
0	0	0.014967760071158409	293	39	8	male	CS	10	que
1	1	0.014705200679600239	2336	39	8	male	AQ	9	libre
2	2	0.004802226554602385	714	39	8	male	CS	8	cuando
3	3	0.0047165704891085625	2227	39	8	male	AQ	7	necesario
4	4	0.003923928830772638	5376	39	8	male	NC	6	miembro
5	5	0.0037722561974078417	1535	39	8	male	AQ	5	posible
6	6	0.00346181308850646	4099	39	8	male	AQ	4	segura
7	7	0.0033911457285284996	3367	39	8	male	NC	3	niño
8	8	0.0028072206769138575	7085	39	8	male	NC	2	víctima
9	9	0.0026969951577484608	13592	39	8	male	AQ	1	afectada
0	0	0.03400806710124016	5376	40	8	male	NC	10	miembro
1	1	0.01329309493303299	293	40	8	male	CS	9	que
2	2	0.011293668299913406	1767	40	8	male	NC	8	familia
3	3	0.010917451232671738	2988	40	8	male	NC	7	padre
4	4	0.010148150846362114	271	40	8	male	SP	6	a
5	5	0.009809223935008049	6302	40	8	male	NC	5	socio
6	6	0.009429767727851868	5036	40	8	male	AQ	4	feliz
7	7	0.009061520919203758	404	40	8	male	Z	3	1
8	8	0.008622263558208942	3367	40	8	male	NC	2	niño
9	9	0.007266114931553602	2738	40	8	male	NC	1	madre
0	0	0.02446289174258709	293	41	8	male	CS	10	que
1	1	0.017336998134851456	2227	41	8	male	AQ	9	necesario
2	2	0.013104499317705631	2336	41	8	male	AQ	8	libre
3	3	0.01097963098436594	2246	41	8	male	PP	7	usted
4	4	0.008887846022844315	1535	41	8	male	AQ	6	posible
5	5	0.007758263032883406	1014	41	8	male	PR	5	quien
6	6	0.0060249739326536655	5669	41	8	male	AQ	4	útil
7	7	0.005236450582742691	714	41	8	male	CS	3	cuando
8	8	0.004470551386475563	5474	41	8	male	AQ	2	necesaria
9	9	0.003935052081942558	405	41	8	male	CS	1	como
0	0	0.023443661630153656	293	42	8	male	CS	10	que
1	1	0.013866020366549492	714	42	8	male	CS	9	cuando
2	2	0.010225493460893631	2336	42	8	male	AQ	8	libre
3	3	0.009953062050044537	1014	42	8	male	PR	7	quien
4	4	0.00785550381988287	2246	42	8	male	PP	6	usted
5	5	0.00686999037861824	767	42	8	male	PR	5	donde
6	6	0.006114174611866474	2227	42	8	male	AQ	4	necesario
7	7	0.004677959252148867	4075	42	8	male	PT	3	quién
8	8	0.004182753153145313	359	42	8	male	RN	2	no
9	9	0.003912142477929592	7085	42	8	male	NC	1	víctima
0	0	0.018916482105851173	2038	43	8	male	NC	10	política
1	1	0.016570081934332848	2336	43	8	male	AQ	9	libre
2	2	0.013824792578816414	2227	43	8	male	AQ	8	necesario
3	3	0.013665019534528255	2246	43	8	male	PP	7	usted
4	4	0.008281438611447811	293	43	8	male	CS	6	que
5	5	0.007928257808089256	1535	43	8	male	AQ	5	posible
6	6	0.006473852321505547	4981	43	8	male	AQ	4	legal
7	7	0.005588524043560028	271	43	8	male	SP	3	a
8	8	0.005033628549426794	5669	43	8	male	AQ	2	útil
9	9	0.004347300622612238	1419	43	8	male	AQ	1	nueva
0	0	0.030632106587290764	2038	44	8	male	AQ	10	política
1	1	0.012567291036248207	293	44	8	male	CS	9	que
2	2	0.0083692017942667	2336	44	8	male	AQ	8	libre
3	3	0.006565244868397713	714	44	8	male	CS	7	cuando
4	4	0.006279263645410538	2246	44	8	male	PP	6	usted
5	5	0.005496039986610413	3737	44	8	male	AQ	5	político
6	6	0.005264687817543745	4202	44	8	male	AQ	4	médico
7	7	0.0047471970319747925	8109	44	8	male	NC	3	medicina
8	8	0.00457543833181262	1825	44	8	male	NC	2	presidente
9	9	0.0043544163927435875	1578	44	8	male	AQ	1	general
0	0	0.02277502417564392	2227	45	8	male	AQ	10	necesario
1	1	0.014958676882088184	2336	45	8	male	AQ	9	libre
2	2	0.012103674933314323	5376	45	8	male	NC	8	miembro
3	3	0.010778081603348255	293	45	8	male	CS	7	que
4	4	0.007867753505706787	2246	45	8	male	PP	6	usted
5	5	0.0071936980821192265	1535	45	8	male	AQ	5	posible
6	6	0.005527189001441002	7085	45	8	male	NC	4	víctima
7	7	0.005246722139418125	6302	45	8	male	NC	3	socio
8	8	0.00510559743270278	16622	45	8	male	AQ	2	participante
9	9	0.00495043583214283	6028	45	8	male	AQ	1	independiente
0	0	0.03774531930685043	5669	46	8	male	AQ	10	útil
1	1	0.015519149601459503	2336	46	8	male	AQ	9	libre
