	index	score	token	token_str	sentence	model	dimension	rsv
18	18	0.0035273837856948376	997	 siempre	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.003441117238253355	301	 n	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.003424279158934951	18	.	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.0031826694030314684	1130	 yo	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.0031762956641614437	3991	 normal	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.0030955204274505377	3561	 humano	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.003022228367626667	85	q	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.002993288915604353	4120	 perfecto	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.0029240234289318323	625	 3	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.002684416016563773	1578	 general	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.0024165112990885973	1767	 familia	el padre es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.026537802070379257	293	 que	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.02172037959098816	93	y	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.012593871913850307	3367	 niño	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.012544061057269573	2562	 bueno	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.010673276148736477	2655	 joven	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.010277210734784603	5036	 feliz	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.01018840167671442	714	 cuando	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.008931503631174564	295	 el	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.008260464295744896	6933	 malo	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.008091156370937824	572	...	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.006197859533131123	1126	 nuevo	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
11	11	0.006127036642283201	2988	 padre	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	18
12	12	0.004734338726848364	4120	 perfecto	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	17
13	13	0.004498397931456566	22	2	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	16
14	14	0.004487467464059591	23	3	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	15
15	15	0.00444813584908843	3600	 blanco	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	14
16	16	0.004224680829793215	2619	 grande	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	13
17	17	0.0040683746337890625	1130	 yo	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	12
18	18	0.004044681321829557	2227	 necesario	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.003881613025441766	284	que	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.003812808310613036	18	.	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.0037893312983214855	5373	 paciente	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.003745059249922633	1895	yo	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.0036570390220731497	23429	 rebelde	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.0034350245259702206	751	 mejor	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.003393126418814063	12586	 creativo	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.00320919300429523	642	 mi	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.0031051808036863804	3079	 abril	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.0029347604140639305	302	 un	el hermano es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.024457618594169617	18	.	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.01823423057794571	9285	 [...]	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.015020855702459812	5586	 www	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.010338027961552143	21	1	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.009271916933357716	1860	 hora	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.00874375831335783	4084	 […]	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.008296119049191475	203	"
"	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.007739946711808443	4324	 memoria	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.007411477155983448	1397	 historia	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.006972461473196745	679	 años	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.0062985955737531185	5338	 caja	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
11	11	0.005929393693804741	404	 1	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	18
12	12	0.005637743975967169	266	 p	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	17
13	13	0.005508395843207836	2038	 política	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	16
14	14	0.004790286533534527	2341	 español	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	15
15	15	0.004730695858597755	3096	 cine	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	14
16	16	0.004584681708365679	3068	 móvil	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	13
17	17	0.004567060619592667	22	2	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	12
18	18	0.004124445375055075	293	 que	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.0038171885535120964	18389	[...]	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.003628484206274152	646	 fin	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.003564920974895358	2601	 diciembre	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.003561412449926138	841	 día	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.003511531976982951	572	...	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.0034713130444288254	23	3	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.0033183416817337275	4715	 2008	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.0032872455194592476	28186	 insomnio	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.0032577768433839083	79	k	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.0031045686919242144	1426	 horas	mi abuelo es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.07728637754917145	18	.	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.010018219240009785	404	 1	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.007930390536785126	93	y	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.007928326725959778	9285	 [...]	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.006876893807202578	4120	 perfecto	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.006670347414910793	413	 2	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.0066621811129152775	2227	 necesario	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.006481145042926073	293	 que	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.006222335156053305	5373	 paciente	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.005936009343713522	203	"
"	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.005328588653355837	1126	 nuevo	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
11	11	0.0044591305777430534	625	 3	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	18
12	12	0.004256236832588911	21	1	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	17
13	13	0.004167619626969099	572	...	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	16
14	14	0.003973047714680433	1535	 posible	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	15
15	15	0.003970269579440355	22	2	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	14
16	16	0.0037466587964445353	622	 todo	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	13
17	17	0.0035871064756065607	4084	 […]	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	12
18	18	0.0034596414770931005	997	 siempre	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.0033753341995179653	5586	 www	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.0033522145822644234	2562	 bueno	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.0033116769045591354	23	3	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.003152897348627448	835	…	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.002993732923641801	30	:	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.002959465840831399	2912	 Barcelona	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.002915230579674244	3613	 ideal	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.0028149373829364777	714	 cuando	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.002778956200927496	3991	 normal	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.0027184858918190002	751	 mejor	el profesor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.021060338243842125	18	.	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.01319739781320095	93	y	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.012625535950064659	622	 todo	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.010976319201290607	293	 que	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.009341458790004253	10314	 crítico	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.007793358527123928	9285	 [...]	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.007550795562565327	572	...	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.0069903600960969925	726	 todos	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.00681204441934824	404	 1	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.0062933373264968395	295	 el	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.005758993327617645	1578	 general	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
11	11	0.005736669059842825	714	 cuando	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	18
12	12	0.005535406991839409	2562	 bueno	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	17
13	13	0.005186411552131176	203	"
"	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	16
14	14	0.0050997622311115265	413	 2	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	15
15	15	0.005052044987678528	2227	 necesario	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	14
16	16	0.004878487437963486	1130	 yo	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	13
17	17	0.0048484206199646	1126	 nuevo	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	12
18	18	0.004848254378885031	5373	 paciente	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.003980323672294617	280	 m	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.003940018825232983	22	2	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.0037751453928649426	23	3	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.0036808201111853123	21	1	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.003606152953580022	4120	 perfecto	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.003417362691834569	5294	 global	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.0033937236294150352	625	 3	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.003298575524240732	18389	[...]	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.0032203944865614176	2655	 joven	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.003210140625014901	5036	 feliz	el maestro es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.013206015340983868	404	 1	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.011423835530877113	1126	 nuevo	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.00881551206111908	1130	 yo	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.007902602665126324	293	 que	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.007482491433620453	18	.	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.006553191225975752	2336	 libre	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.006508264224976301	7213	 moderno	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.00624066824093461	1578	 general	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.0053686704486608505	1535	 posible	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.005154862534254789	5586	 www	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.004904204048216343	21	1	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
11	11	0.00460366066545248	295	 el	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	18
12	12	0.004588352981954813	2227	 necesario	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	17
13	13	0.0045144264586269855	751	 mejor	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	16
14	14	0.004498460795730352	413	 2	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	15
15	15	0.004460331983864307	622	 todo	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	14
16	16	0.004352195654064417	4120	 perfecto	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	13
17	17	0.004201213829219341	93	y	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	12
18	18	0.003746176138520241	625	 3	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	11
19	19	0.0033800480887293816	30	:	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	10
20	20	0.003339615184813738	1397	 historia	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	9
21	21	0.0032833958975970745	19667	 analista	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	8
22	22	0.0031717249657958746	7233	 mac	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	7
23	23	0.0031143897213041782	1202	 qué	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	6
24	24	0.003111005760729313	12586	 creativo	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	5
25	25	0.0030995761044323444	1014	 quien	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	4
26	26	0.003053274005651474	6050	 máquina	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	3
27	27	0.0030260004568845034	714	 cuando	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	2
28	28	0.0030241787899285555	301	 n	el vendedor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	1
0	0	0.016161683946847916	404	 1	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	29
1	1	0.014191742986440659	1662	 niños	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	28
2	2	0.010916301980614662	726	 todos	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	27
3	3	0.01013797614723444	413	 2	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	26
4	4	0.009723666124045849	293	 que	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	25
5	5	0.00935339741408825	3064	 padres	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	24
6	6	0.008985240012407303	3280	 estudiantes	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	23
7	7	0.007678787223994732	1767	 familia	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	22
8	8	0.007543117273598909	93	y	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	21
9	9	0.007467244751751423	295	 el	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	20
10	10	0.007264533080160618	1397	 historia	el doctor es <mask>.	bertin-project/bertin-base-random-exp-512seqlen	male	19
