	index	score	token	token_str	sentence	model	dimension	template_index	rsv
20	20	0.004955860320478678	2385	 claro	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	9
21	21	0.0047042048536241055	2282	 simple	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	8
22	22	0.004263740032911301	3975	 rápido	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	7
23	23	0.00400889478623867	2341	 español	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	6
24	24	0.003892831038683653	3408	 original	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	5
25	25	0.0037884428165853024	353	 una	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	4
26	26	0.0035338513553142548	9342	 barato	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	3
27	27	0.0035125960130244493	1535	 posible	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	2
28	28	0.003501400351524353	2443	 cierto	el padre es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	1
0	0	0.022185729816555977	2562	 bueno	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	29
1	1	0.016921399161219597	751	 mejor	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	28
2	2	0.014294940046966076	4120	 perfecto	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	27
3	3	0.013624712824821472	5180	 corto	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	26
4	4	0.011469180695712566	622	 todo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	25
5	5	0.010631417855620384	2583	 gratis	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	24
6	6	0.01027869712561369	763	 bien	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	23
7	7	0.009229065850377083	419	 más	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	22
8	8	0.00912217516452074	642	 mi	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	21
9	9	0.009038147516548634	7035	 viejo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	20
10	10	0.007454663049429655	3096	 cine	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	19
11	11	0.006732883397489786	295	 el	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	18
12	12	0.006369783077389002	11023	 caro	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	17
13	13	0.006041280925273895	1126	 nuevo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	16
14	14	0.005684203933924437	302	 un	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	15
15	15	0.005531810224056244	280	 m	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	14
16	16	0.005528532434254885	1834	 amor	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	13
17	17	0.005488630384206772	7883	 rico	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	12
18	18	0.005469446070492268	2341	 español	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	11
19	19	0.0052913278341293335	6933	 malo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	10
20	20	0.005266297142952681	2227	 necesario	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	9
21	21	0.005246496293693781	1974	 largo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	8
22	22	0.004855446983128786	21813	 feo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	7
23	23	0.004489532671868801	2014	 fácil	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	6
24	24	0.0043905191123485565	1072	 poco	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	5
25	25	0.003962716553360224	14697	 contemporáneo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	4
26	26	0.003937556408345699	980	 mucho	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	3
27	27	0.0038990492466837168	3228	 completo	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	2
28	28	0.003802095539867878	2385	 claro	el hermano es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	1
0	0	0.016390301287174225	302	 un	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	29
1	1	0.014739620499312878	295	 el	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	28
2	2	0.011680945754051208	4120	 perfecto	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	27
3	3	0.008755297400057316	353	 una	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	26
4	4	0.007657326757907867	642	 mi	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	25
5	5	0.007373117841780186	622	 todo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	24
6	6	0.006475961301475763	2341	 español	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	23
7	7	0.005685413256287575	2583	 gratis	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	22
8	8	0.005382155999541283	1834	 amor	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	21
9	9	0.004934156313538551	3096	 cine	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	20
10	10	0.004658723250031471	980	 mucho	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	19
11	11	0.003824450308457017	763	 bien	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	18
12	12	0.003793423529714346	2562	 bueno	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	17
13	13	0.0036080332938581705	1231	 hoy	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	16
14	14	0.003606679616495967	1126	 nuevo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	15
15	15	0.0035561430267989635	404	 1	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	14
16	16	0.0035281493328511715	7883	 rico	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	13
17	17	0.0034689318854361773	3444	 verano	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	12
18	18	0.003404629183933139	1097	 7	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	11
19	19	0.003285360289737582	1247	 mal	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	10
20	20	0.003284685080870986	280	 m	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	9
21	21	0.0031454372219741344	1040	 algo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	8
22	22	0.0031389377545565367	1072	 poco	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	7
23	23	0.0029062535613775253	3426	 inglés	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	6
24	24	0.00284959957934916	506	 este	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	5
25	25	0.0027629686519503593	11361	 pollo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	4
26	26	0.0027246945537626743	1197	 esto	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	3
27	27	0.002642411272972822	820	 tiempo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	2
28	28	0.002553533064201474	4109	 80	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	1
0	0	0.01640184223651886	4120	 perfecto	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	29
1	1	0.015755238011479378	622	 todo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	28
2	2	0.01477790530771017	2562	 bueno	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	27
3	3	0.011044684797525406	295	 el	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	26
4	4	0.009666042402386665	1126	 nuevo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	25
5	5	0.009486531838774681	6933	 malo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	24
6	6	0.006917900871485472	353	 una	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	23
7	7	0.006376281846314669	4060	 suficiente	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	22
8	8	0.0063626752234995365	302	 un	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	21
9	9	0.005992390681058168	763	 bien	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	20
10	10	0.0054606785997748375	642	 mi	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	19
11	11	0.005333759821951389	2227	 necesario	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	18
12	12	0.005239961668848991	751	 mejor	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	17
13	13	0.004772286396473646	1262	 nada	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	16
14	14	0.004589657764881849	820	 tiempo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	15
15	15	0.004564495757222176	3370	 demasiado	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	14
16	16	0.004520033951848745	1072	 poco	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	13
17	17	0.004445092286914587	1040	 algo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	12
18	18	0.00440478790551424	7035	 viejo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	11
19	19	0.004226414952427149	1834	 amor	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	10
20	20	0.004055048804730177	1247	 mal	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	9
21	21	0.0038408180698752403	2583	 gratis	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	8
22	22	0.0038037789054214954	3096	 cine	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	7
23	23	0.003791870316490531	21651	 aburrido	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	6
24	24	0.003789834911003709	3228	 completo	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	5
25	25	0.0035774181596934795	980	 mucho	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	4
26	26	0.003403754672035575	283	 la	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	3
27	27	0.0032597265671938658	2341	 español	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	2
28	28	0.003115540137514472	1197	 esto	el profesor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	1
0	0	0.04723474755883217	4120	 perfecto	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	29
1	1	0.021296968683600426	2583	 gratis	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	28
2	2	0.017221219837665558	1126	 nuevo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	27
3	3	0.016712358221411705	2562	 bueno	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	26
4	4	0.015127772465348244	2341	 español	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	25
5	5	0.010945544578135014	5180	 corto	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	24
6	6	0.009938957169651985	2227	 necesario	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	23
7	7	0.00964804831892252	7035	 viejo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	22
8	8	0.007945109158754349	11023	 caro	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	21
9	9	0.007767936680465937	2014	 fácil	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	20
10	10	0.007258322089910507	6933	 malo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	19
11	11	0.006826438941061497	751	 mejor	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	18
12	12	0.006793748587369919	622	 todo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	17
13	13	0.005518623627722263	419	 más	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	16
14	14	0.005459859501570463	642	 mi	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	15
15	15	0.005295267328619957	6970	 correcto	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	14
16	16	0.005246058106422424	1834	 amor	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	13
17	17	0.005105338525027037	6327	 genial	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	12
18	18	0.005086821969598532	2619	 grande	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	11
19	19	0.004901793319731951	3975	 rápido	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	10
20	20	0.0046167513355612755	1072	 poco	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	9
21	21	0.004295318853110075	295	 el	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	8
22	22	0.004155914299190044	1974	 largo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	7
23	23	0.004115711431950331	29307	 incorrecto	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	6
24	24	0.004062384832650423	4954	 sencillo	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	5
25	25	0.003833068534731865	11635	 urgente	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	4
26	26	0.0038127468433231115	11889	 peligroso	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	3
27	27	0.003795937867835164	2385	 claro	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	2
28	28	0.003687460208311677	3849	 excelente	el maestro es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	1
0	0	0.0128788398578763	4120	 perfecto	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	29
1	1	0.01134241372346878	2562	 bueno	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	28
2	2	0.0098442817106843	302	 un	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	27
3	3	0.009095585905015469	622	 todo	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	26
4	4	0.008067373186349869	2341	 español	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	25
5	5	0.007529144641011953	642	 mi	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	24
6	6	0.007112086284905672	1126	 nuevo	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	23
7	7	0.007068641018122435	2583	 gratis	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	22
8	8	0.006686221808195114	295	 el	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	21
9	9	0.005897099152207375	3600	 blanco	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	20
10	10	0.0057217697612941265	751	 mejor	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	19
11	11	0.00562743516638875	419	 más	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	18
12	12	0.005331732798367739	763	 bien	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	17
13	13	0.0051855468191206455	952	 mas	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	16
14	14	0.004684369079768658	3641	 negro	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	15
15	15	0.004335308913141489	1072	 poco	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	14
16	16	0.004317513667047024	6933	 malo	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	13
17	17	0.00403967872262001	353	 una	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	12
18	18	0.003288954496383667	2631	 21	el vendedor es <mask>.	bertin-project/bertin-base-gaussian-exp-512seqlen	male	0	11
