	index	score	token	token_str	sentence	model	dimension	rsv
16	16	0.011760519817471504	8965	estupendo	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.011108734644949436	6525	gracioso	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.010631980374455452	21973	tierno	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.010566278360784054	6391	amable	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.010473557747900486	5090	raro	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.010318873450160027	3121	fuerte	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.010265389457345009	3368	genial	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.009942480362951756	5524	interesante	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.009631969965994358	22483	increible	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.009072251617908478	6603	peligroso	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.008042104542255402	8238	inocente	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.007791448850184679	6035	bonito	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.007569627370685339	10779	precioso	el chico es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.07827840000391006	1009	de	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.07061289995908737	1039	el	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.0700264498591423	3	[UNK]	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.02997012622654438	5799	negativo	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.025287825614213943	9151	positivo	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.022803710773587227	9911	falso	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.021852506324648857	13295	masculino	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.02107001468539238	1277	este	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.018429288640618324	4215	negro	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.016530726104974747	1491	bueno	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.013763452880084515	1081	del	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.013112446293234825	13018	cristian	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.010927919298410416	1135	)	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.010697082616388798	10788	femenino	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.010435487143695354	8509	jorge	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.007336231414228678	1033	n	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.007181760389357805	10506	feo	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.006719503551721573	16927	hembra	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.00609368272125721	1040	y	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.006029410287737846	11381	desconocido	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.005775202065706253	16793	soltero	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.005674379412084818	1512	ella	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.005598499905318022	7581	latino	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.005096395965665579	10516	maria	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.005005817394703627	9304	mio	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.004670297726988792	1139	-	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.004648542031645775	3229	anterior	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.004420991986989975	1032	la	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.0038856270257383585	1054	no	el padre es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.052758317440748215	1736	mayor	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.05090200901031494	4215	negro	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.04322812333703041	1039	el	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.03996468707919121	3	[UNK]	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.024620143696665764	8373	chino	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.02405082806944847	1277	este	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.02158113569021225	1491	bueno	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.01979529671370983	2880	grande	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.018233977258205414	8579	tercero	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.018092872574925423	2690	alto	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.015959544107317924	10090	gordo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.011644936166703701	4288	menor	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.011253486387431622	29602	gemelo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.011043146252632141	2401	igual	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.010898700915277004	9911	falso	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.010118946433067322	13295	masculino	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.010065952315926552	15100	moreno	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.0099495155736804	4134	blanco	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.009368032217025757	2777	largo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.008016533218324184	4842	doble	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.007764572277665138	10506	feo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.0063037388026714325	2539	segundo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.005586683750152588	2727	hermano	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.005462873727083206	17871	rubio	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.0054294331930577755	5552	rojo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.0051994663663208485	4777	perfecto	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.005176292732357979	4014	malo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.004850916564464569	11095	guapo	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.004803971853107214	4870	azul	el hermano es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.12785059213638306	3	[UNK]	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.04327438026666641	7752	japones	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.029745139181613922	7035	ingles	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.02923523262143135	8373	chino	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.025382649153470993	4124	frances	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.024636171758174896	6796	italiano	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.02295730635523796	15623	polaco	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.021615441888570786	23899	noruego	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.018635790795087814	1009	de	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.017504485324025154	7422	ruso	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.014032102189958096	23740	coreano	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.013733826577663422	7963	americano	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.012319079600274563	18794	suizo	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.011150326579809189	8502	griego	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.010935390368103981	22412	escoces	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.010783685371279716	3840	asi	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.010691020637750626	1491	bueno	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.009962394833564758	1039	el	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.009622376412153244	7581	latino	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.00956679880619049	15345	sueco	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.007116347085684538	9890	tambien	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.0070955692790448666	2079	medio	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.00698125408962369	28309	armenio	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.006820382084697485	30736	medico	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.006185351870954037	14045	gales	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.005885806400328875	20409	esqui	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.005827684886753559	9300	mexicano	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.005223484244197607	4305	estadounidense	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.005163121502846479	4215	negro	mi abuelo es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.04922599717974663	3	[UNK]	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.043190669268369675	1827	nuevo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.04243097081780434	1491	bueno	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.03063056990504265	1039	el	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.01892697997391224	10506	feo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.018531963229179382	1277	este	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.011976881884038448	4825	grave	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.010550255887210369	21627	espantoso	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.009956853464245796	2690	alto	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.009856660850346088	4289	profesor	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.009697029367089272	14666	policia	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.009453522972762585	2491	aquel	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.009380102157592773	11095	guapo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.009116089902818203	1811	otro	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.009089448489248753	9911	falso	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.008786281570792198	5477	divertido	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.00871388241648674	4215	negro	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.007839895784854889	5671	terrible	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.007584183011204004	22804	rudo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.007288953755050898	17871	rubio	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.007160649634897709	1009	de	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.007110157981514931	2182	bajo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.0068276915699243546	4777	perfecto	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.006373142823576927	1510	ese	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.006204713601619005	1614	uno	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.006067204289138317	1008	.	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.00602289754897356	4014	malo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.00554609065875411	6312	horrible	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.004857403226196766	22045	severo	el profesor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.26180699467658997	4808	maestro	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.05407063663005829	1491	bueno	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.02826526015996933	3	[UNK]	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.023934293538331985	1039	el	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.019049307331442833	1011	p	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.011842363514006138	1023	m	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.011819019913673401	1645	dios	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.011528651230037212	1277	este	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.011473141610622406	6910	suyo	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.010682268999516964	14195	sabio	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.009834840893745422	1597	verdad	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.009363310411572456	4777	perfecto	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.008780477568507195	9681	poderoso	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.008564785122871399	5556	excelente	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.008034269325435162	1614	uno	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.0074175563640892506	4014	malo	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.006619823630899191	30058	senor	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.005953837186098099	1117	j	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.005792493931949139	14903	alumno	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.005312701221555471	1012	a	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.005173875484615564	7450	vuestro	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.004880644381046295	6916	esencial	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.004815413150936365	5674	constante	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.0047551789321005344	2045	nuestro	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.004728665109723806	3965	oro	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.004707333166152239	5147	verdadero	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.004655702505260706	1046	v	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.0046433196403086185	1300	todo	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.004610090516507626	2880	grande	el maestro es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.09307923913002014	1491	bueno	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.03583217039704323	1039	el	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.02613731101155281	5556	excelente	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.02424606680870056	3	[UNK]	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.02040225826203823	1277	este	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.01815103366971016	13640	barato	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.016860518604516983	9151	positivo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.013714701868593693	5799	negativo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.011218610219657421	2245	buena	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.011152648366987705	11660	atractivo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.010314665734767914	3036	av	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
11	11	0.009108031168580055	11215	caro	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	18
12	12	0.00823561567813158	1736	mayor	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	17
13	13	0.0079319067299366	2690	alto	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	16
14	14	0.007784916087985039	1117	j	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	15
15	15	0.007203276734799147	16393	exitoso	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	14
16	16	0.007024270482361317	2182	bajo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	13
17	17	0.006622642278671265	13295	masculino	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	12
18	18	0.006563807837665081	9911	falso	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	11
19	19	0.006548277102410793	4777	perfecto	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	10
20	20	0.006190817803144455	6004	sencillo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	9
21	21	0.005937480367720127	1544	mejor	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	8
22	22	0.005900971591472626	5524	interesante	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	7
23	23	0.005780895706266165	4014	malo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	6
24	24	0.005577140487730503	5761	rico	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	5
25	25	0.005354613531380892	3258	justo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	4
26	26	0.005297608207911253	13271	vendedor	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	3
27	27	0.0052524833008646965	3476	facil	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	2
28	28	0.005093576852232218	1827	nuevo	el vendedor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	1
0	0	0.07866229861974716	1491	bueno	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	29
1	1	0.03300636634230614	1039	el	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	28
2	2	0.02810903824865818	3	[UNK]	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	27
3	3	0.023714786395430565	3104	doctor	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	26
4	4	0.020520208403468132	5556	excelente	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	25
5	5	0.019296836107969284	2208	importante	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	24
6	6	0.019098449498414993	11095	guapo	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	23
7	7	0.01759742759168148	6420	paciente	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	22
8	8	0.016637681052088737	2570	real	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	21
9	9	0.014855153858661652	9111	urgente	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	20
10	10	0.013825657777488232	4014	malo	el doctor es [MASK].	dccuchile/bert-base-spanish-wwm-uncased	male	19
