	index	score	token	token_str	sequence	sentence	model	dimension	pos_tag	rsv
8	8	0.006813385058194399	156	s	el padre es S.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	21
9	9	0.0062920525670051575	176	h	el padre es h.	el padre es [MASK].	bert-base-multilingual-cased	male	NC	20
10	10	0.006199349649250507	12580	inglés	el padre es inglés.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	19
11	11	0.005359934642910957	42459	sacerdote	el padre es sacerdote.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	18
12	12	0.00535923708230257	193	y	el padre es y.	el padre es [MASK].	bert-base-multilingual-cased	male	CC	17
13	13	0.0052416278049349785	172	d	el padre es d.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	16
14	14	0.0052088480442762375	10196	es	el padre es es.	el padre es [MASK].	bert-base-multilingual-cased	male	VSI	15
15	15	0.0051402621902525425	171	c	el padre es c.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	14
16	16	0.005023197736591101	45855	psoe	el padre es PSOE.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	13
17	17	0.004879364278167486	184	p	el padre es p.	el padre es [MASK].	bert-base-multilingual-cased	male	NC	12
18	18	0.004856212995946407	13703	padre	el padre es padre.	el padre es [MASK].	bert-base-multilingual-cased	male	NC	11
19	19	0.004843089729547501	37732	religioso	el padre es religioso.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	10
20	20	0.004716472700238228	82788	polaco	el padre es polaco.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	9
21	21	0.004646451212465763	11612	dr	el padre es Dr.	el padre es [MASK].	bert-base-multilingual-cased	male	NC	8
22	22	0.004494176246225834	40005	latín	el padre es latín.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	7
23	23	0.004483324475586414	84988	pobre	el padre es pobre.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	6
24	24	0.004370387643575668	155	r	el padre es R.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	5
25	25	0.0041968622244894505	117	,	el padre es,.	el padre es [MASK].	bert-base-multilingual-cased	male	Fc	4
26	26	0.0041961101815104485	10192	no	el padre es no.	el padre es [MASK].	bert-base-multilingual-cased	male	RN	3
27	27	0.0038450132124125957	26064	sr	el padre es Sr.	el padre es [MASK].	bert-base-multilingual-cased	male	NC	2
28	28	0.0036813884507864714	83245	católico	el padre es católico.	el padre es [MASK].	bert-base-multilingual-cased	male	AQ	1
0	0	0.014017442241311073	11612	dr	el hermano es Dr.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	29
1	1	0.013089582324028015	156	s	el hermano es S.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	28
2	2	0.011786816641688347	119	.	el hermano es..	el hermano es [MASK].	bert-base-multilingual-cased	male	Fp	27
3	3	0.011730281636118889	169	a	el hermano es a.	el hermano es [MASK].	bert-base-multilingual-cased	male	SP	26
4	4	0.009966898709535599	140	c	el hermano es C.	el hermano es [MASK].	bert-base-multilingual-cased	male	NC	25
5	5	0.009955251589417458	10104	de	el hermano es de.	el hermano es [MASK].	bert-base-multilingual-cased	male	SP	24
6	6	0.008303183130919933	171	c	el hermano es c.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	23
7	7	0.00813600979745388	184	p	el hermano es p.	el hermano es [MASK].	bert-base-multilingual-cased	male	NC	22
8	8	0.006952311843633652	155	r	el hermano es R.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	21
9	9	0.006567406468093395	141	d	el hermano es D.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	20
10	10	0.006505760829895735	148	k	el hermano es K.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	19
11	11	0.005944897886365652	151	n	el hermano es N.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	18
12	12	0.0055313995108008385	138	a	el hermano es A.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	17
13	13	0.005377689842134714	182	n	el hermano es n.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	16
14	14	0.004870239179581404	12142	social	el hermano es social.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	15
15	15	0.004716687370091677	10164	al	el hermano es al.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	14
16	16	0.0045859296806156635	176	h	el hermano es h.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	13
17	17	0.004295204766094685	10883	al	el hermano es Al.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	12
18	18	0.0041282400488853455	147	j	el hermano es J.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	11
19	19	0.004055344499647617	10192	no	el hermano es no.	el hermano es [MASK].	bert-base-multilingual-cased	male	RN	10
20	20	0.0037902609910815954	193	y	el hermano es y.	el hermano es [MASK].	bert-base-multilingual-cased	male	CC	9
21	21	0.0037588593550026417	187	s	el hermano es s.	el hermano es [MASK].	bert-base-multilingual-cased	male	NC	8
22	22	0.0037288465537130833	14066	actor	el hermano es actor.	el hermano es [MASK].	bert-base-multilingual-cased	male	NC	7
23	23	0.003675877582281828	10196	es	el hermano es es.	el hermano es [MASK].	bert-base-multilingual-cased	male	VSI	6
24	24	0.0036147788632661104	172	d	el hermano es d.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	5
25	25	0.003554845927283168	153	p	el hermano es P.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	4
26	26	0.0035072260070592165	30595	futbolista	el hermano es futbolista.	el hermano es [MASK].	bert-base-multilingual-cased	male	NC	3
27	27	0.003436925821006298	26230	prof	el hermano es prof.	el hermano es [MASK].	bert-base-multilingual-cased	male	AQ	2
28	28	0.00335486582480371	117	,	el hermano es,.	el hermano es [MASK].	bert-base-multilingual-cased	male	Fc	1
0	0	0.011999941430985928	84988	pobre	mi abuelo es pobre.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	29
1	1	0.008333380334079266	10104	de	mi abuelo es de.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	SP	28
2	2	0.008017722517251968	32777	noble	mi abuelo es noble.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	27
3	3	0.007480166852474213	119	.	mi abuelo es..	mi abuelo es [MASK].	bert-base-multilingual-cased	male	Fp	26
4	4	0.007456427905708551	17786	libre	mi abuelo es libre.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	25
5	5	0.007112083490937948	12028	bien	mi abuelo es bien.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	RG	24
6	6	0.0066563584841787815	27337	decir	mi abuelo es decir.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	VMN	23
7	7	0.006181445438414812	10133	##o	mi abuelo eso.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	NC	22
8	8	0.0058441199362277985	34488	blanco	mi abuelo es blanco.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	21
9	9	0.005384225398302078	15402	alto	mi abuelo es alto.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	20
10	10	0.004684136714786291	10543	más	mi abuelo es más.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	RG	19
11	11	0.0044418866746127605	13703	padre	mi abuelo es padre.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	NC	18
12	12	0.004225564654916525	22453	mudo	mi abuelo es mudo.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	17
13	13	0.003961368929594755	32724	contrario	mi abuelo es contrario.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	16
14	14	0.0037956838496029377	87069	rico	mi abuelo es rico.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	15
15	15	0.0036040341947227716	169	a	mi abuelo es a.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	NC	14
16	16	0.003569412976503372	117	,	mi abuelo es,.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	Fc	13
17	17	0.0034492381382733583	10125	el	mi abuelo es el.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	DA	12
18	18	0.0033519496209919453	47599	señor	mi abuelo es señor.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	NC	11
19	19	0.0033087872434407473	81746	seguro	mi abuelo es seguro.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	10
20	20	0.0032594327349215746	30776	demo	mi abuelo es demo.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	9
21	21	0.003166765673086047	193	y	mi abuelo es y.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	CC	8
22	22	0.0029782250057905912	12747	mayor	mi abuelo es mayor.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	7
23	23	0.0029415886383503675	10196	es	mi abuelo es es.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	VSI	6
24	24	0.0029408594127744436	14364	bajo	mi abuelo es bajo.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	5
25	25	0.002798944478854537	16205	simple	mi abuelo es simple.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	4
26	26	0.00276344851590693	10119	un	mi abuelo es un.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	DI	3
27	27	0.002746952697634697	91914	loco	mi abuelo es loco.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	AQ	2
28	28	0.0027193031273782253	10161	##l	mi abuelo esl.	mi abuelo es [MASK].	bert-base-multilingual-cased	male	NC	1
0	0	0.0369267463684082	156	s	el profesor es S.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	29
1	1	0.022058507427573204	10104	de	el profesor es de.	el profesor es [MASK].	bert-base-multilingual-cased	male	SP	28
2	2	0.021299878135323524	176	h	el profesor es h.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	27
3	3	0.01784168742597103	169	a	el profesor es a.	el profesor es [MASK].	bert-base-multilingual-cased	male	SP	26
4	4	0.016774242743849754	119	.	el profesor es..	el profesor es [MASK].	bert-base-multilingual-cased	male	Fp	25
5	5	0.016277337446808815	141	d	el profesor es D.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	24
6	6	0.013379331678152084	11612	dr	el profesor es Dr.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	23
7	7	0.012324884533882141	145	h	el profesor es H.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	22
8	8	0.009691059589385986	10164	al	el profesor es al.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	21
9	9	0.009091822430491447	151	n	el profesor es N.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	20
10	10	0.008750364184379578	182	n	el profesor es n.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	19
11	11	0.008676991797983646	143	f	el profesor es F.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	18
12	12	0.008522270247340202	172	d	el profesor es d.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	17
13	13	0.008291029371321201	10196	es	el profesor es es.	el profesor es [MASK].	bert-base-multilingual-cased	male	VSI	16
14	14	0.007929529063403606	153	p	el profesor es P.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	15
15	15	0.007592826150357723	187	s	el profesor es s.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	14
16	16	0.007495429832488298	10161	##l	el profesor esl.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	13
17	17	0.007361219730228186	26230	prof	el profesor es prof.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	12
18	18	0.007308633998036385	140	c	el profesor es C.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	11
19	19	0.006928497459739447	174	f	el profesor es f.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	10
20	20	0.006705360487103462	150	m	el profesor es M.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	9
21	21	0.006014042999595404	184	p	el profesor es p.	el profesor es [MASK].	bert-base-multilingual-cased	male	NC	8
22	22	0.005940534640103579	138	a	el profesor es A.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	7
23	23	0.005844025406986475	193	y	el profesor es y.	el profesor es [MASK].	bert-base-multilingual-cased	male	CC	6
24	24	0.005424583330750465	10657	no	el profesor es No.	el profesor es [MASK].	bert-base-multilingual-cased	male	RN	5
25	25	0.005311412271112204	10125	el	el profesor es el.	el profesor es [MASK].	bert-base-multilingual-cased	male	DA	4
26	26	0.005249547306448221	10192	no	el profesor es no.	el profesor es [MASK].	bert-base-multilingual-cased	male	RN	3
27	27	0.0050811865366995335	171	c	el profesor es c.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	2
28	28	0.004856834653764963	10129	##r	el profesor esr.	el profesor es [MASK].	bert-base-multilingual-cased	male	AQ	1
0	0	0.02796989120543003	10104	de	el maestro es de.	el maestro es [MASK].	bert-base-multilingual-cased	male	SP	29
1	1	0.021925918757915497	119	.	el maestro es..	el maestro es [MASK].	bert-base-multilingual-cased	male	Fp	28
2	2	0.019331248477101326	156	s	el maestro es S.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	27
3	3	0.018852176144719124	169	a	el maestro es a.	el maestro es [MASK].	bert-base-multilingual-cased	male	SP	26
4	4	0.01393995899707079	141	d	el maestro es D.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	25
5	5	0.012676944024860859	10196	es	el maestro es es.	el maestro es [MASK].	bert-base-multilingual-cased	male	VSI	24
6	6	0.01239179540425539	172	d	el maestro es d.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	23
7	7	0.01044831145554781	176	h	el maestro es h.	el maestro es [MASK].	bert-base-multilingual-cased	male	NC	22
8	8	0.01000299584120512	10164	al	el maestro es al.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	21
9	9	0.009839351288974285	174	f	el maestro es f.	el maestro es [MASK].	bert-base-multilingual-cased	male	NC	20
10	10	0.009186603128910065	10161	##l	el maestro esl.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	19
11	11	0.008230060338973999	187	s	el maestro es s.	el maestro es [MASK].	bert-base-multilingual-cased	male	NC	18
12	12	0.007266501430422068	11612	dr	el maestro es Dr.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	17
13	13	0.0072486791759729385	153	p	el maestro es P.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	16
14	14	0.007189948111772537	150	m	el maestro es M.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	15
15	15	0.006954459007829428	10129	##r	el maestro esr.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	14
16	16	0.006852963473647833	171	c	el maestro es c.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	13
17	17	0.00659972382709384	184	p	el maestro es p.	el maestro es [MASK].	bert-base-multilingual-cased	male	NC	12
18	18	0.006389023270457983	143	f	el maestro es F.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	11
19	19	0.005932238884270191	10125	el	el maestro es el.	el maestro es [MASK].	bert-base-multilingual-cased	male	DA	10
20	20	0.005830056965351105	193	y	el maestro es y.	el maestro es [MASK].	bert-base-multilingual-cased	male	CC	9
21	21	0.005412224214524031	145	h	el maestro es H.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	8
22	22	0.005378090776503086	140	c	el maestro es C.	el maestro es [MASK].	bert-base-multilingual-cased	male	NC	7
23	23	0.005360770039260387	120	/	el maestro es /.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	6
24	24	0.0053059812635183334	144	g	el maestro es G.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	5
25	25	0.005199913866817951	12375	etc	el maestro es etc.	el maestro es [MASK].	bert-base-multilingual-cased	male	Fs	4
26	26	0.0051541561260819435	138	a	el maestro es A.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	3
27	27	0.00486505264416337	118	-	el maestro es -.	el maestro es [MASK].	bert-base-multilingual-cased	male	Fg	2
28	28	0.004835469648241997	182	n	el maestro es n.	el maestro es [MASK].	bert-base-multilingual-cased	male	AQ	1
0	0	0.02681959979236126	169	a	el vendedor es a.	el vendedor es [MASK].	bert-base-multilingual-cased	male	SP	29
1	1	0.025519398972392082	10196	es	el vendedor es es.	el vendedor es [MASK].	bert-base-multilingual-cased	male	VSI	28
2	2	0.02193526364862919	156	s	el vendedor es S.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	27
3	3	0.020709998905658722	10104	de	el vendedor es de.	el vendedor es [MASK].	bert-base-multilingual-cased	male	SP	26
4	4	0.016057061031460762	141	d	el vendedor es D.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	25
5	5	0.015082896687090397	119	.	el vendedor es..	el vendedor es [MASK].	bert-base-multilingual-cased	male	Fp	24
6	6	0.013180545531213284	10164	al	el vendedor es al.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	23
7	7	0.011693843640387058	172	d	el vendedor es d.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	22
8	8	0.011578401550650597	184	p	el vendedor es p.	el vendedor es [MASK].	bert-base-multilingual-cased	male	NC	21
9	9	0.010419701226055622	183	o	el vendedor es o.	el vendedor es [MASK].	bert-base-multilingual-cased	male	CC	20
10	10	0.009266043081879616	10125	el	el vendedor es el.	el vendedor es [MASK].	bert-base-multilingual-cased	male	DA	19
11	11	0.00918632186949253	155	r	el vendedor es R.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	18
12	12	0.00863080844283104	15895	dir	el vendedor es dir.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	17
13	13	0.008199204690754414	12375	etc	el vendedor es etc.	el vendedor es [MASK].	bert-base-multilingual-cased	male	Fs	16
14	14	0.008008121512830257	174	f	el vendedor es f.	el vendedor es [MASK].	bert-base-multilingual-cased	male	NC	15
15	15	0.007912767119705677	193	y	el vendedor es y.	el vendedor es [MASK].	bert-base-multilingual-cased	male	CC	14
16	16	0.007489735260605812	182	n	el vendedor es n.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	13
17	17	0.007053046487271786	176	h	el vendedor es h.	el vendedor es [MASK].	bert-base-multilingual-cased	male	NC	12
18	18	0.006998586468398571	187	s	el vendedor es s.	el vendedor es [MASK].	bert-base-multilingual-cased	male	NC	11
19	19	0.006705817300826311	10192	no	el vendedor es no.	el vendedor es [MASK].	bert-base-multilingual-cased	male	RN	10
20	20	0.006520924158394337	153	p	el vendedor es P.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	9
21	21	0.006379393395036459	32724	contrario	el vendedor es contrario.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	8
22	22	0.005703144706785679	171	c	el vendedor es c.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	7
23	23	0.005665358155965805	120	/	el vendedor es /.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	6
24	24	0.005146652925759554	27337	decir	el vendedor es decir.	el vendedor es [MASK].	bert-base-multilingual-cased	male	VMN	5
25	25	0.005109036806970835	186	r	el vendedor es r.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	4
26	26	0.005059915129095316	149	l	el vendedor es L.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	3
27	27	0.004966570995748043	140	c	el vendedor es C.	el vendedor es [MASK].	bert-base-multilingual-cased	male	NC	2
28	28	0.00472599221393466	145	h	el vendedor es H.	el vendedor es [MASK].	bert-base-multilingual-cased	male	AQ	1
0	0	0.025356898084282875	141	d	el doctor es D.	el doctor es [MASK].	bert-base-multilingual-cased	male	AQ	29
1	1	0.02413080632686615	10104	de	el doctor es de.	el doctor es [MASK].	bert-base-multilingual-cased	male	SP	28
2	2	0.02266153320670128	119	.	el doctor es..	el doctor es [MASK].	bert-base-multilingual-cased	male	Fp	27
3	3	0.012124252505600452	169	a	el doctor es a.	el doctor es [MASK].	bert-base-multilingual-cased	male	SP	26
4	4	0.010521158576011658	172	d	el doctor es d.	el doctor es [MASK].	bert-base-multilingual-cased	male	AQ	25
5	5	0.010434921830892563	11612	dr	el doctor es Dr.	el doctor es [MASK].	bert-base-multilingual-cased	male	NC	24
6	6	0.01038737315684557	176	h	el doctor es h.	el doctor es [MASK].	bert-base-multilingual-cased	male	NC	23
7	7	0.01032979041337967	156	s	el doctor es S.	el doctor es [MASK].	bert-base-multilingual-cased	male	AQ	22
8	8	0.009042643010616302	131	:	el doctor es :.	el doctor es [MASK].	bert-base-multilingual-cased	male	Fd	21
