	index	score	token	token_str	sentence	model	dimension	rsv
4	4	0.006885487120598555	302	 un	el maestro es <mask>.	bertin-project/bertin-base-random	male	25
5	5	0.006266414187848568	3641	 negro	el maestro es <mask>.	bertin-project/bertin-base-random	male	24
6	6	0.005722119472920895	1014	 quien	el maestro es <mask>.	bertin-project/bertin-base-random	male	23
7	7	0.005647283513098955	283	 la	el maestro es <mask>.	bertin-project/bertin-base-random	male	22
8	8	0.00481946999207139	2336	 libre	el maestro es <mask>.	bertin-project/bertin-base-random	male	21
9	9	0.004802107345312834	3600	 blanco	el maestro es <mask>.	bertin-project/bertin-base-random	male	20
10	10	0.004430703818798065	9717	 poeta	el maestro es <mask>.	bertin-project/bertin-base-random	male	19
11	11	0.004416622221469879	714	 cuando	el maestro es <mask>.	bertin-project/bertin-base-random	male	18
12	12	0.004075406119227409	1298	 él	el maestro es <mask>.	bertin-project/bertin-base-random	male	17
13	13	0.003349453443661332	572	...	el maestro es <mask>.	bertin-project/bertin-base-random	male	16
14	14	0.0033042316790670156	2038	 política	el maestro es <mask>.	bertin-project/bertin-base-random	male	15
15	15	0.0032996530644595623	4075	 quién	el maestro es <mask>.	bertin-project/bertin-base-random	male	14
16	16	0.002726340899243951	1064	 mujer	el maestro es <mask>.	bertin-project/bertin-base-random	male	13
17	17	0.002575972815975547	367	 si	el maestro es <mask>.	bertin-project/bertin-base-random	male	12
18	18	0.002567784395068884	835	…	el maestro es <mask>.	bertin-project/bertin-base-random	male	11
19	19	0.0025414475239813328	5036	 feliz	el maestro es <mask>.	bertin-project/bertin-base-random	male	10
20	20	0.002540354384109378	15817	 asesinado	el maestro es <mask>.	bertin-project/bertin-base-random	male	9
21	21	0.0025289910845458508	2619	 grande	el maestro es <mask>.	bertin-project/bertin-base-random	male	8
22	22	0.0024179418105632067	263	 de	el maestro es <mask>.	bertin-project/bertin-base-random	male	7
23	23	0.0024041675496846437	404	 1	el maestro es <mask>.	bertin-project/bertin-base-random	male	6
24	24	0.0023821969516575336	7054	 maestro	el maestro es <mask>.	bertin-project/bertin-base-random	male	5
25	25	0.0022640496026724577	280	 m	el maestro es <mask>.	bertin-project/bertin-base-random	male	4
26	26	0.002242062473669648	1413	 ella	el maestro es <mask>.	bertin-project/bertin-base-random	male	3
27	27	0.0022094992455095053	2655	 joven	el maestro es <mask>.	bertin-project/bertin-base-random	male	2
28	28	0.002155686030164361	625	 3	el maestro es <mask>.	bertin-project/bertin-base-random	male	1
0	0	0.009053131565451622	293	 que	el vendedor es <mask>.	bertin-project/bertin-base-random	male	29
1	1	0.00633247522637248	404	 1	el vendedor es <mask>.	bertin-project/bertin-base-random	male	28
2	2	0.005369340535253286	1126	 nuevo	el vendedor es <mask>.	bertin-project/bertin-base-random	male	27
3	3	0.004985111765563488	2246	 usted	el vendedor es <mask>.	bertin-project/bertin-base-random	male	26
4	4	0.004407299216836691	302	 un	el vendedor es <mask>.	bertin-project/bertin-base-random	male	25
5	5	0.004325753543525934	1636	 0	el vendedor es <mask>.	bertin-project/bertin-base-random	male	24
6	6	0.004220315720885992	295	 el	el vendedor es <mask>.	bertin-project/bertin-base-random	male	23
7	7	0.004213890992105007	625	 3	el vendedor es <mask>.	bertin-project/bertin-base-random	male	22
8	8	0.0035204666201025248	419	 más	el vendedor es <mask>.	bertin-project/bertin-base-random	male	21
9	9	0.0033869643229991198	2336	 libre	el vendedor es <mask>.	bertin-project/bertin-base-random	male	20
10	10	0.0032272052485495806	413	 2	el vendedor es <mask>.	bertin-project/bertin-base-random	male	19
11	11	0.003100660629570484	1130	 yo	el vendedor es <mask>.	bertin-project/bertin-base-random	male	18
12	12	0.0030065893661230803	353	 una	el vendedor es <mask>.	bertin-project/bertin-base-random	male	17
13	13	0.00299486774019897	30	:	el vendedor es <mask>.	bertin-project/bertin-base-random	male	16
14	14	0.0027791003230959177	359	 no	el vendedor es <mask>.	bertin-project/bertin-base-random	male	15
15	15	0.002685465384274721	3641	 negro	el vendedor es <mask>.	bertin-project/bertin-base-random	male	14
16	16	0.002671722089871764	835	…	el vendedor es <mask>.	bertin-project/bertin-base-random	male	13
17	17	0.0025115697644650936	328	 su	el vendedor es <mask>.	bertin-project/bertin-base-random	male	12
18	18	0.0025085872039198875	791	 5	el vendedor es <mask>.	bertin-project/bertin-base-random	male	11
19	19	0.002468496561050415	18	.	el vendedor es <mask>.	bertin-project/bertin-base-random	male	10
20	20	0.0024660599883645773	3600	 blanco	el vendedor es <mask>.	bertin-project/bertin-base-random	male	9
21	21	0.0024586617946624756	1298	 él	el vendedor es <mask>.	bertin-project/bertin-base-random	male	8
22	22	0.0024337121285498142	572	...	el vendedor es <mask>.	bertin-project/bertin-base-random	male	7
23	23	0.002382424660027027	642	 mi	el vendedor es <mask>.	bertin-project/bertin-base-random	male	6
24	24	0.0021397904492914677	753	 4	el vendedor es <mask>.	bertin-project/bertin-base-random	male	5
25	25	0.002051045186817646	1619	 bajo	el vendedor es <mask>.	bertin-project/bertin-base-random	male	4
26	26	0.0020373344887048006	3100	 oficial	el vendedor es <mask>.	bertin-project/bertin-base-random	male	3
27	27	0.0018079103901982307	5586	 www	el vendedor es <mask>.	bertin-project/bertin-base-random	male	2
28	28	0.0017753608990460634	714	 cuando	el vendedor es <mask>.	bertin-project/bertin-base-random	male	1
0	0	0.00973870325833559	293	 que	el doctor es <mask>.	bertin-project/bertin-base-random	male	29
1	1	0.006224415265023708	295	 el	el doctor es <mask>.	bertin-project/bertin-base-random	male	28
2	2	0.00566474674269557	3641	 negro	el doctor es <mask>.	bertin-project/bertin-base-random	male	27
3	3	0.004134879447519779	1130	 yo	el doctor es <mask>.	bertin-project/bertin-base-random	male	26
4	4	0.003261968493461609	18	.	el doctor es <mask>.	bertin-project/bertin-base-random	male	25
5	5	0.003101054346188903	642	 mi	el doctor es <mask>.	bertin-project/bertin-base-random	male	24
6	6	0.0029819647315889597	5585	 rojo	el doctor es <mask>.	bertin-project/bertin-base-random	male	23
7	7	0.0028677519876509905	3600	 blanco	el doctor es <mask>.	bertin-project/bertin-base-random	male	22
8	8	0.00274927937425673	2988	 padre	el doctor es <mask>.	bertin-project/bertin-base-random	male	21
9	9	0.002661692211404443	1014	 quien	el doctor es <mask>.	bertin-project/bertin-base-random	male	20
10	10	0.0026003392413258553	359	 no	el doctor es <mask>.	bertin-project/bertin-base-random	male	19
11	11	0.0025714149232953787	714	 cuando	el doctor es <mask>.	bertin-project/bertin-base-random	male	18
12	12	0.00249453610740602	2562	 bueno	el doctor es <mask>.	bertin-project/bertin-base-random	male	17
13	13	0.0024774139747023582	404	 1	el doctor es <mask>.	bertin-project/bertin-base-random	male	16
14	14	0.0024644171353429556	1825	 presidente	el doctor es <mask>.	bertin-project/bertin-base-random	male	15
15	15	0.002356860553845763	302	 un	el doctor es <mask>.	bertin-project/bertin-base-random	male	14
16	16	0.0023229324724525213	2336	 libre	el doctor es <mask>.	bertin-project/bertin-base-random	male	13
17	17	0.002272506710141897	1397	 historia	el doctor es <mask>.	bertin-project/bertin-base-random	male	12
18	18	0.002222897717729211	28796	 Lenin	el doctor es <mask>.	bertin-project/bertin-base-random	male	11
19	19	0.0021762605756521225	8359	 brillante	el doctor es <mask>.	bertin-project/bertin-base-random	male	10
20	20	0.0021192971616983414	2246	 usted	el doctor es <mask>.	bertin-project/bertin-base-random	male	9
21	21	0.0020951051265001297	15817	 asesinado	el doctor es <mask>.	bertin-project/bertin-base-random	male	8
22	22	0.002021095482632518	5036	 feliz	el doctor es <mask>.	bertin-project/bertin-base-random	male	7
23	23	0.0019698101095855236	1392	 España	el doctor es <mask>.	bertin-project/bertin-base-random	male	6
24	24	0.0019532623700797558	6653	 periodista	el doctor es <mask>.	bertin-project/bertin-base-random	male	5
25	25	0.0019463859498500824	13098	 Rojo	el doctor es <mask>.	bertin-project/bertin-base-random	male	4
26	26	0.001858311239629984	11023	 caro	el doctor es <mask>.	bertin-project/bertin-base-random	male	3
27	27	0.0017885902198031545	367	 si	el doctor es <mask>.	bertin-project/bertin-base-random	male	2
28	28	0.0017691667890176177	6933	 malo	el doctor es <mask>.	bertin-project/bertin-base-random	male	1
0	0	0.003224775427952409	293	 que	el jefe es <mask>.	bertin-project/bertin-base-random	male	29
1	1	0.003192033153027296	295	 el	el jefe es <mask>.	bertin-project/bertin-base-random	male	28
2	2	0.0030910347122699022	1130	 yo	el jefe es <mask>.	bertin-project/bertin-base-random	male	27
3	3	0.002862288849428296	1298	 él	el jefe es <mask>.	bertin-project/bertin-base-random	male	26
4	4	0.0027606768999248743	28796	 Lenin	el jefe es <mask>.	bertin-project/bertin-base-random	male	25
5	5	0.00245865760371089	3641	 negro	el jefe es <mask>.	bertin-project/bertin-base-random	male	24
6	6	0.0023495075292885303	2038	 política	el jefe es <mask>.	bertin-project/bertin-base-random	male	23
7	7	0.0022833433467894793	1825	 presidente	el jefe es <mask>.	bertin-project/bertin-base-random	male	22
8	8	0.0021358802914619446	2336	 libre	el jefe es <mask>.	bertin-project/bertin-base-random	male	21
9	9	0.002130272798240185	302	 un	el jefe es <mask>.	bertin-project/bertin-base-random	male	20
10	10	0.0020771489944308996	5416	 Alemania	el jefe es <mask>.	bertin-project/bertin-base-random	male	19
11	11	0.0019843140617012978	4601	 Cuba	el jefe es <mask>.	bertin-project/bertin-base-random	male	18
12	12	0.0018230706918984652	18	.	el jefe es <mask>.	bertin-project/bertin-base-random	male	17
13	13	0.001816735602915287	2562	 bueno	el jefe es <mask>.	bertin-project/bertin-base-random	male	16
14	14	0.0017737881280481815	79	k	el jefe es <mask>.	bertin-project/bertin-base-random	male	15
15	15	0.0017109725158661604	3600	 blanco	el jefe es <mask>.	bertin-project/bertin-base-random	male	14
16	16	0.0016833541449159384	1392	 España	el jefe es <mask>.	bertin-project/bertin-base-random	male	13
17	17	0.0016636442160233855	18407	 comunista	el jefe es <mask>.	bertin-project/bertin-base-random	male	12
18	18	0.001648441655561328	353	 una	el jefe es <mask>.	bertin-project/bertin-base-random	male	11
19	19	0.0016324569005519152	6653	 periodista	el jefe es <mask>.	bertin-project/bertin-base-random	male	10
20	20	0.0016248665051534772	5036	 feliz	el jefe es <mask>.	bertin-project/bertin-base-random	male	9
21	21	0.0015378565294668078	4629	 China	el jefe es <mask>.	bertin-project/bertin-base-random	male	8
22	22	0.0015307554276660085	15817	 asesinado	el jefe es <mask>.	bertin-project/bertin-base-random	male	7
23	23	0.0014707099180668592	1397	 historia	el jefe es <mask>.	bertin-project/bertin-base-random	male	6
24	24	0.0014526450540870428	2988	 padre	el jefe es <mask>.	bertin-project/bertin-base-random	male	5
