	index	score	token	token_str	sentence	model	dimension	rsv
11	11	0.009158092550933361	2843	 fuerte	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.00903576985001564	30748	 idiota	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.008545305579900742	24248	 guapo	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.007427668198943138	1778	 hombre	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.00719407107681036	3561	 humano	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.006060794461518526	2889	 pequeño	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.0058012367226183414	3367	 niño	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.005487672984600067	3991	 normal	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.005443695466965437	751	 mejor	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.005432369187474251	4869	 verde	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.005398031789809465	2341	 español	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.0053625707514584064	10582	 chino	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.005321910139173269	4197	 azul	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.005287962965667248	9955	 raro	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.005197111051529646	12216	 mentira	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.005194143392145634	3690	 diferente	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.004736782517284155	22377	 ciego	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.004609459545463324	9994	 gato	el chico es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.06997380405664444	6933	 malo	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.05745314806699753	2562	 bueno	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.025766486302018166	1834	 amor	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.022887373343110085	2843	 fuerte	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.019888650625944138	2988	 padre	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.019364038482308388	2987	 hijo	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.015403944067656994	1910	 Dios	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.015029342845082283	852	 uno	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.014536699280142784	5318	 hermano	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.014072544872760773	4120	 perfecto	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.01388696487993002	1049	 otro	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.013498799875378609	2361	 único	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.012220529839396477	2619	 grande	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.012003974057734013	9060	 débil	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.008923412300646305	3561	 humano	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.00853906199336052	1387	 importante	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.008075020276010036	2227	 necesario	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.007309609092772007	622	 todo	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.007296591531485319	1767	 familia	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.00697386683896184	1778	 hombre	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.00675731198862195	2336	 libre	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.006296801380813122	3367	 niño	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.006055921316146851	5085	 rey	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.0051390547305345535	4106	 sangre	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.004983061458915472	2738	 madre	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.004778809379786253	3690	 diferente	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.004628963768482208	3653	 doble	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.004395356401801109	16137	 eterno	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.004336800891906023	2052	 derecho	el padre es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.045282889157533646	2619	 grande	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.043503426015377045	2562	 bueno	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.03491916507482529	6933	 malo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.02451915107667446	852	 uno	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.023414190858602524	1834	 amor	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.02254142239689827	2889	 pequeño	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.0160080436617136	2843	 fuerte	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.012189851142466068	2361	 único	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.01218390092253685	1049	 otro	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.010193212889134884	419	 más	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.010152611881494522	622	 todo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.009126660414040089	9060	 débil	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.008595538325607777	3561	 humano	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.008461631834506989	5687	 físico	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.008385780267417431	1387	 importante	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.008323854766786098	1910	 Dios	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.007847829721868038	1074	 nuestro	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.007673393469303846	3690	 diferente	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.007494681049138308	21813	 feo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.00742014916613698	5318	 hermano	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.006494585890322924	4120	 perfecto	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.006378427147865295	10380	 mío	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.005822953302413225	2227	 necesario	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.005283209029585123	13452	 tuyo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.004990444518625736	1912	 cuerpo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.004715184215456247	8528	 distinto	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.004698414355516434	4106	 sangre	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.004308293107897043	3151	 menor	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.004146731458604336	3820	 amigo	el hermano es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.04706022888422012	2341	 español	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.04353264346718788	48288	 carpintero	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.033328019082546234	20828	 gallego	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.02532798796892166	18232	 vasco	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.023240095004439354	10457	 catalán	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.02082815393805504	10582	 chino	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.02063697762787342	19729	 judío	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.01964484341442585	38567	 agricultor	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.01838158816099167	5817	 francés	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.01739135943353176	2988	 padre	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.01586674153804779	19875	 andaluz	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.01551008690148592	39187	 albañil	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.014626274816691875	14044	 abuelo	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.014241939410567284	10380	 mío	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.012369776144623756	14497	 árabe	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.012315231375396252	10435	 cubano	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.012054777704179287	8361	 italiano	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.010528854094445705	3426	 inglés	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.010456247255206108	42625	 marinero	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.009445027448236942	4202	 médico	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.00861743837594986	7890	 abogado	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.008026614785194397	14936	 pintor	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.007519224192947149	6626	 argentino	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.007483119610697031	7775	 alemán	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.007481065113097429	15561	 portugués	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.007286241743713617	9796	 colombiano	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.007159378379583359	23337	 indio	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.006761382799595594	20314	 madrileño	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.0066871303133666515	14299	 arquitecto	mi abuelo es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.05065728351473808	2562	 bueno	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.044810112565755844	6933	 malo	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.015647582709789276	2227	 necesario	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.009307410567998886	3561	 humano	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.009157862514257431	622	 todo	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.009079319424927235	751	 mejor	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.008516519330441952	1962	 verdad	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.007328442297875881	4120	 perfecto	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.006346297916024923	2336	 libre	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.0063435691408813	8045	 alumno	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.006222540512681007	852	 uno	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.006115561816841364	864	 vida	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.005718287546187639	419	 más	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.005571017973124981	19528	 inútil	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.005276853684335947	5687	 físico	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.00517998868599534	3690	 diferente	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.005090812686830759	11958	 mierda	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.0049948906525969505	1397	 historia	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.004714459180831909	805	 así	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.004585807677358389	33119	 subjetivo	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.004574507940560579	2052	 derecho	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.004521415568888187	1710	 igual	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.004443149082362652	2892	 educación	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.004419095814228058	1482	 agua	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.004349973984062672	9442	 basura	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.004323463421314955	1074	 nuestro	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.004214945249259472	2361	 único	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.00413067452609539	1535	 posible	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.004074168857187033	4195	 oro	el profesor es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.05036269128322601	2562	 bueno	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.043839067220687866	7054	 maestro	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.01567547395825386	852	 uno	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.015003057196736336	622	 todo	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.014003217220306396	4120	 perfecto	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.01325085200369358	1834	 amor	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.0127958282828331	864	 vida	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.012527994811534882	1910	 Dios	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.010840131901204586	6933	 malo	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.010698504745960236	3561	 humano	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.00809810496866703	1962	 verdad	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.008087131194770336	2361	 único	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.007897894829511642	2227	 necesario	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.007855618372559547	3038	 arte	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.0074705700390040874	1778	 hombre	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.006920661777257919	1129	 poder	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.006495757028460503	5385	 alma	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.006426768843084574	1049	 otro	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.005993389990180731	18076	 infinito	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.0059492620639503	2336	 libre	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.005791099276393652	2892	 educación	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.005724302027374506	22878	 sabio	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.005464944522827864	8045	 alumno	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.005388341378420591	4195	 oro	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.005054540932178497	805	 así	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.00504623306915164	22377	 ciego	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.0050209444016218185	1912	 cuerpo	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.004939708858728409	5641	 lenguaje	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.004291014280170202	1514	 persona	el maestro es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.0922466591000557	2562	 bueno	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.06694652885198593	6933	 malo	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.022913599386811256	1778	 hombre	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.01502431184053421	4120	 perfecto	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.013664274476468563	852	 uno	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.012407292611896992	11023	 caro	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.011055930517613888	3561	 humano	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.010348574258387089	751	 mejor	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.010344430804252625	9342	 barato	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.009257003664970398	14469	 vendedor	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.00807983335107565	2096	 dinero	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.00708931777626276	3066	 cliente	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.006937038153409958	2336	 libre	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.006925642024725676	2583	 gratis	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.0064414916560053825	4195	 oro	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.006437137257307768	419	 más	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.0062619601376354694	1049	 otro	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.006253789644688368	2227	 necesario	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.006250361446291208	5687	 físico	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.0060126278549432755	21683	 tonto	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.005822383798658848	46471	 mentiroso	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.00554537121206522	33119	 subjetivo	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.005493298638612032	3690	 diferente	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.005476962309330702	6970	 correcto	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.00523456372320652	4981	 legal	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.0050560906529426575	21508	 indiferente	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.00469282316043973	3641	 negro	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.004494454711675644	28991	 bienvenido	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.0043303947895765305	2843	 fuerte	el vendedor es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.030248349532485008	2562	 bueno	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.02348281256854534	6933	 malo	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.020862355828285217	864	 vida	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.016644487157464027	1834	 amor	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.012313498184084892	1713	 salud	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	25
5	5	0.011372506618499756	1962	 verdad	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	24
6	6	0.011335312388837337	11071	 cura	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	23
7	7	0.010414841584861279	2227	 necesario	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	22
8	8	0.009688434191048145	4195	 oro	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	21
9	9	0.008890301920473576	2689	 muerte	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	20
10	10	0.008742527104914188	4722	 sueño	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	19
11	11	0.008480078540742397	10380	 mío	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	18
12	12	0.00837891735136509	1535	 posible	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	17
13	13	0.0078026773408055305	8109	 medicina	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	16
14	14	0.007266232278198004	3561	 humano	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	15
15	15	0.00714644743129611	3354	 dolor	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	14
16	16	0.007111983373761177	852	 uno	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	13
17	17	0.007031855173408985	4202	 médico	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	12
18	18	0.006908261217176914	3821	 enfermedad	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	11
19	19	0.00680340314283967	751	 mejor	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	10
20	20	0.005984014831483364	2013	 realidad	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	9
21	21	0.005728673655539751	622	 todo	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	8
22	22	0.005411203019320965	2052	 derecho	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	7
23	23	0.0052467891946434975	1397	 historia	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	6
24	24	0.005152146797627211	12216	 mentira	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	5
25	25	0.004675812087953091	4577	 justicia	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	4
26	26	0.004646567162126303	13452	 tuyo	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	3
27	27	0.00460949307307601	22377	 ciego	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	2
28	28	0.0045370077714324	4664	 peor	el doctor es <mask>.	bertin-project/bertin-base-gaussian	male	1
0	0	0.09674211591482162	2562	 bueno	el jefe es <mask>.	bertin-project/bertin-base-gaussian	male	29
1	1	0.06092511862516403	6933	 malo	el jefe es <mask>.	bertin-project/bertin-base-gaussian	male	28
2	2	0.02024470455944538	4120	 perfecto	el jefe es <mask>.	bertin-project/bertin-base-gaussian	male	27
3	3	0.016773801296949387	13452	 tuyo	el jefe es <mask>.	bertin-project/bertin-base-gaussian	male	26
4	4	0.01098650973290205	9060	 débil	el jefe es <mask>.	bertin-project/bertin-base-gaussian	male	25
