	index	score	token	token_str	sentence	model	dimension	rsv
28	28	0.005018763244152069	2165	 hombre	el chico es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.027223223820328712	1021	 mayor	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.02042132243514061	2858	 amor	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.017936434596776962	461	 D	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.014676867052912712	395	 P	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.014437422156333923	1205	 mujer	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.010660767555236816	3534	 padre	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.009091963060200214	1033	 español	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.009019694291055202	275	 	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.008959749713540077	316	 p	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.008199815638363361	3334	 difícil	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.0076821791008114815	2192	 familia	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.007630425039678812	2165	 hombre	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.0068643344566226006	379	 C	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.006785708479583263	320	 a	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.006580045912414789	584	 H	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.006522068753838539	311	 d	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.006006348878145218	4245	 niño	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.0057655940763652325	5639	 imposible	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.00560866529121995	3169	 arte	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.005154109094291925	1175	 K	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.0050777653232216835	344	 el	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.005049832630902529	1379	 Pa	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.005034483969211578	1290	 hoy	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.004861418157815933	22800	 paternidad	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.004769900348037481	463	 G	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.004744277335703373	2040	 derecho	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.0046666632406413555	9232	 amistad	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.004636356607079506	18559	 EP	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.004511229693889618	4035	 pareja	el padre es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.03228110820055008	316	 p	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.026153210550546646	480	 2	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.024395333603024483	461	 D	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.02203194797039032	716	 3	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.018296370282769203	1021	 mayor	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.017836572602391243	395	 P	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.015986159443855286	584	 H	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.01584627293050289	3838	 grande	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.014944002963602543	481	 1	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.013105788268148899	275	 	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.011279636062681675	379	 C	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.010171815752983093	922	 4	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.009798123501241207	972	 5	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.009393477812409401	6002	 duro	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.008684896863996983	1033	 español	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.008663983084261417	2858	 amor	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.008336139842867851	2192	 familia	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.007640806492418051	3334	 difícil	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.007330845110118389	311	 d	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.006944729946553707	1205	 mujer	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.00693244906142354	1069	 nuevo	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.006566115189343691	344	 el	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.006330006755888462	317	 c	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.006132632028311491	2228	 largo	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.005883762147277594	1299	 7	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.005863104481250048	2040	 derecho	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.0057012587785720825	320	 a	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.005415250081568956	1180	 nuestro	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.005301846191287041	1379	 Pa	el hermano es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.03497949242591858	5639	 imposible	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.031158912926912308	2165	 hombre	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.028328554704785347	3334	 difícil	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.026359623298048973	275	 	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.02372181974351406	1205	 mujer	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.019491609185934067	395	 P	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.01725386083126068	2858	 amor	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.012735405936837196	3534	 padre	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.011172954924404621	3838	 grande	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.01068802084773779	1033	 español	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.010362030006945133	1652	 posible	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.00908632017672062	463	 G	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.009047167375683784	1021	 mayor	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.008500064723193645	6002	 duro	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.008278745226562023	1379	 Pa	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.008137223310768604	461	 D	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.00755688501521945	2192	 familia	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.007532938849180937	7720	 complicado	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.007397728972136974	3589	 fuerte	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.0070320856757462025	20131	 dificil	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.006754441186785698	2804	 fácil	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.00653644697740674	481	 1	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.006374712102115154	4245	 niño	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.006373252719640732	10123	 letra	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.006342886481434107	808	 España	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.00562446191906929	4035	 pareja	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.00561605766415596	665	 todo	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.005263736005872488	480	 2	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.005124648101627827	1175	 K	mi abuelo es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.03957545757293701	1033	 español	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.028212614357471466	2858	 amor	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.021902048960328102	1205	 mujer	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.02039564959704876	2165	 hombre	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.01315115112811327	316	 p	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.012569804675877094	395	 P	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.012044902890920639	3169	 arte	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.011084608733654022	275	 	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.01108283270150423	1175	 K	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.010858358815312386	6002	 duro	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.010560477152466774	3534	 padre	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.010185708291828632	584	 H	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.009808812290430069	311	 d	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.009798490442335606	5639	 imposible	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.008890506811439991	4035	 pareja	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.008651955053210258	7394	 italiano	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.008006696589291096	461	 D	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.007266857661306858	1021	 mayor	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.00632068794220686	2192	 familia	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.006304842885583639	808	 España	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.005941090174019337	2040	 derecho	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.005904398392885923	1123	 trabajo	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.005475193727761507	480	 2	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.005445240996778011	344	 el	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.004907557275146246	4245	 niño	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.00484594376757741	716	 3	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.004843282513320446	320	 a	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.004446684382855892	379	 C	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.004245873540639877	7320	 físico	el profesor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.03842149302363396	461	 D	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.019092129543423653	1033	 español	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.018699871376156807	1205	 mujer	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.01664102077484131	2858	 amor	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.014907585456967354	316	 p	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.014374379068613052	311	 d	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.012777428142726421	2165	 hombre	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.012427088804543018	584	 H	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.012194724753499031	395	 P	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.0120098777115345	716	 3	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.010726477950811386	275	 	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.010601106099784374	480	 2	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.009690639562904835	3534	 padre	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.009361655451357365	1175	 K	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.008832317776978016	344	 el	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.008521998301148415	379	 C	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.008487219922244549	3334	 difícil	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.008186526596546173	463	 G	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.006721016019582748	3169	 arte	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.006687462329864502	2192	 familia	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.006619845982640982	1021	 mayor	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.006434705574065447	4035	 pareja	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.006078838370740414	5639	 imposible	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.006023944355547428	6002	 duro	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.0054654814302921295	1379	 Pa	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.005262361839413643	1180	 nuestro	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.004891942720860243	4245	 niño	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.0047707888297736645	320	 a	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.004765004850924015	808	 España	el maestro es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.03928101435303688	316	 p	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.029193174093961716	584	 H	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.026058418676257133	311	 d	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.023035984486341476	344	 el	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.021842170506715775	395	 P	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.02088524028658867	461	 D	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.020793184638023376	275	 	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.019414085894823074	2165	 hombre	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.01708613894879818	1379	 Pa	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.01640915498137474	353	 h	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.015875808894634247	3334	 difícil	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.01550721749663353	1021	 mayor	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.01439137477427721	320	 a	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.012301803566515446	481	 1	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.012136610224843025	1205	 mujer	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.010028419084846973	1033	 español	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.008560698479413986	716	 3	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.008488507010042667	480	 2	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.008480609394609928	1175	 K	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.008434280753135681	312	 e	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.00843164324760437	379	 C	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.00760637829080224	3838	 grande	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.007545342668890953	317	 c	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.006994825787842274	1180	 nuestro	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.005886818747967482	6002	 duro	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
25	25	0.00587873999029398	2804	 fácil	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	4
26	26	0.005869239568710327	472	 B	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	3
27	27	0.00580519950017333	332	 la	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	2
28	28	0.005402625538408756	4035	 pareja	el vendedor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	1
0	0	0.024982992559671402	2858	 amor	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	29
1	1	0.021805021911859512	2192	 familia	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	28
2	2	0.020345769822597504	1205	 mujer	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	27
3	3	0.018464641645550728	6002	 duro	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	26
4	4	0.017301516607403755	1033	 español	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	25
5	5	0.016364257782697678	316	 p	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	24
6	6	0.013538219034671783	311	 d	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	23
7	7	0.01343450415879488	2165	 hombre	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	22
8	8	0.013034188188612461	3334	 difícil	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	21
9	9	0.012936900369822979	665	 todo	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	20
10	10	0.012086332775652409	461	 D	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	19
11	11	0.009847132489085197	1021	 mayor	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	18
12	12	0.008564349263906479	4035	 pareja	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	17
13	13	0.00781514123082161	3534	 padre	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	16
14	14	0.0075638373382389545	480	 2	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	15
15	15	0.006970632821321487	320	 a	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	14
16	16	0.006678170990198851	344	 el	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	13
17	17	0.006429589819163084	5639	 imposible	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	12
18	18	0.006254158448427916	716	 3	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	11
19	19	0.006245336961001158	584	 H	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	10
20	20	0.006081471685320139	1069	 nuevo	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	9
21	21	0.005983533803373575	275	 	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	8
22	22	0.005629421677440405	1180	 nuestro	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	7
23	23	0.005458387546241283	379	 C	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	6
24	24	0.005318496376276016	1652	 posible	el doctor es <mask>.	bertin-project/bertin-roberta-base-spanish	male	5
